anchor_id,anchor_text,anchor_keywords,anchor_summary,target_id,target_text,target_keywords,target_summary
LR 3.1.3.c,"The probability of low-likelihood outcomes associated with potentially very large impacts increases with higher global warming levels . Warming substantially above the assessed very likely range for a given scenario cannot be ruled out, and there is high confidence this would lead to regional changes greater than assessed in many aspects of the climate system. Low-likelihood, high-impact outcomes could occur at regional scales even for global warming within the very likely assessed range for a given GHG emissions scenario. Global mean sea level rise above the likely range – approaching 2 m by 2100 and in excess of 15 m by 2300 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes66and would have severe impacts on populations in low elevation coastal zones. If global warming increases, some compound extreme events67will become more frequent, with higher likelihood of unprecedented intensities, durations or spatial extent . The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all considered scenarios , however an abrupt collapse is not expected before 2100 . If such a low probability event were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, and large impacts on ecosystems and human activities. A sequence of large explosive volcanic eruptions within decades, as have occurred in the past, is a low-likelihood high-impact event that would lead to substantial cooling globally and regional climate perturbations over several decades . (Figure 3.4, Cross-Section Box.2)",,,WGI SPM B.5.3,"It is virtually certain that global mean sea level will continue to rise over the 21st century. Relative to 1995–2014, the likely global mean sea level rise by 2100 is 0.28–0.55 m under the very low GHG emissions scenario (SSP1-1.9); 0.32–0.62 m under the low GHG emissions scenario (SSP1-2.6); 0.44–0.76 m under the intermediate GHG emissions scenario (SSP2-4.5); and 0.63–1.01 m under the very high GHG emissions scenario (SSP5-8.5); and by 2150 is 0.37–0.86 m under the very low scenario (SSP1-1.9); 0.46–0.99 m under the low scenario (SSP1-2.6); 0.66–1.33 m under the intermediate scenario (SSP2-4.5); and 0.98–1.88 m under the very high scenario (SSP5-8.5) .35Global mean sea level rise above the likely range – approaching 2 m by 2100 and 5 m by 2150 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes.  ",,
LR 3.1.3.c,"The probability of low-likelihood outcomes associated with potentially very large impacts increases with higher global warming levels . Warming substantially above the assessed very likely range for a given scenario cannot be ruled out, and there is high confidence this would lead to regional changes greater than assessed in many aspects of the climate system. Low-likelihood, high-impact outcomes could occur at regional scales even for global warming within the very likely assessed range for a given GHG emissions scenario. Global mean sea level rise above the likely range – approaching 2 m by 2100 and in excess of 15 m by 2300 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes66and would have severe impacts on populations in low elevation coastal zones. If global warming increases, some compound extreme events67will become more frequent, with higher likelihood of unprecedented intensities, durations or spatial extent . The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all considered scenarios , however an abrupt collapse is not expected before 2100 . If such a low probability event were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, and large impacts on ecosystems and human activities. A sequence of large explosive volcanic eruptions within decades, as have occurred in the past, is a low-likelihood high-impact event that would lead to substantial cooling globally and regional climate perturbations over several decades . (Figure 3.4, Cross-Section Box.2)",,, WGI SPM C.3,"Low-likelihood outcomes, such as ice-sheet collapse, abrupt ocean circulation changes, some compound extreme events, and warming substantially larger than the assessed very likely range of future warming, cannot be ruled out and are part of risk assessment.  (Table SPM.1)",,
LR 3.1.3.c,"The probability of low-likelihood outcomes associated with potentially very large impacts increases with higher global warming levels . Warming substantially above the assessed very likely range for a given scenario cannot be ruled out, and there is high confidence this would lead to regional changes greater than assessed in many aspects of the climate system. Low-likelihood, high-impact outcomes could occur at regional scales even for global warming within the very likely assessed range for a given GHG emissions scenario. Global mean sea level rise above the likely range – approaching 2 m by 2100 and in excess of 15 m by 2300 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes66and would have severe impacts on populations in low elevation coastal zones. If global warming increases, some compound extreme events67will become more frequent, with higher likelihood of unprecedented intensities, durations or spatial extent . The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all considered scenarios , however an abrupt collapse is not expected before 2100 . If such a low probability event were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, and large impacts on ecosystems and human activities. A sequence of large explosive volcanic eruptions within decades, as have occurred in the past, is a low-likelihood high-impact event that would lead to substantial cooling globally and regional climate perturbations over several decades . (Figure 3.4, Cross-Section Box.2)",,, WGI SPM C.3.1,"If global warming exceeds the assessed very likely range for a given GHG emissions scenario, including low GHG emissions scenarios, global and regional changes in many aspects of the climate system, such as regional precipitation and other CIDs, would also exceed their assessed very likely ranges . Such low-likelihood, high-warming outcomes are associated with potentially very large impacts, such as through more intense and more frequent heatwaves and heavy precipitation, and high risks for human and ecological systems, particularly for high GHG emissions scenarios.  (Table SPM.1)",,
LR 3.1.3.c,"The probability of low-likelihood outcomes associated with potentially very large impacts increases with higher global warming levels . Warming substantially above the assessed very likely range for a given scenario cannot be ruled out, and there is high confidence this would lead to regional changes greater than assessed in many aspects of the climate system. Low-likelihood, high-impact outcomes could occur at regional scales even for global warming within the very likely assessed range for a given GHG emissions scenario. Global mean sea level rise above the likely range – approaching 2 m by 2100 and in excess of 15 m by 2300 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes66and would have severe impacts on populations in low elevation coastal zones. If global warming increases, some compound extreme events67will become more frequent, with higher likelihood of unprecedented intensities, durations or spatial extent . The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all considered scenarios , however an abrupt collapse is not expected before 2100 . If such a low probability event were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, and large impacts on ecosystems and human activities. A sequence of large explosive volcanic eruptions within decades, as have occurred in the past, is a low-likelihood high-impact event that would lead to substantial cooling globally and regional climate perturbations over several decades . (Figure 3.4, Cross-Section Box.2)",,, WGI SPM C.3.2,"Low-likelihood, high-impact outcomes34could occur at global and regional scales even for global warming within the very likely range for a given GHG emissions scenario. The probability of low-likelihood, high-impact outcomes increases with higher global warming levels . Abrupt responses and tipping points of the climate system, such as strongly increased Antarctic ice-sheet melt and forest dieback, cannot be ruled out .  (Table SPM.1)",,
LR 3.1.3.c,"The probability of low-likelihood outcomes associated with potentially very large impacts increases with higher global warming levels . Warming substantially above the assessed very likely range for a given scenario cannot be ruled out, and there is high confidence this would lead to regional changes greater than assessed in many aspects of the climate system. Low-likelihood, high-impact outcomes could occur at regional scales even for global warming within the very likely assessed range for a given GHG emissions scenario. Global mean sea level rise above the likely range – approaching 2 m by 2100 and in excess of 15 m by 2300 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes66and would have severe impacts on populations in low elevation coastal zones. If global warming increases, some compound extreme events67will become more frequent, with higher likelihood of unprecedented intensities, durations or spatial extent . The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all considered scenarios , however an abrupt collapse is not expected before 2100 . If such a low probability event were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, and large impacts on ecosystems and human activities. A sequence of large explosive volcanic eruptions within decades, as have occurred in the past, is a low-likelihood high-impact event that would lead to substantial cooling globally and regional climate perturbations over several decades . (Figure 3.4, Cross-Section Box.2)",,, WGI SPM C.3.3,"If global warming increases, some compound extreme events18with low likelihood in past and current climate will become more frequent, and there will be a higher likelihood that events with increased intensities, durations and/or spatial extents unprecedented in the observational record will occur . ",,
LR 3.1.3.c,"The probability of low-likelihood outcomes associated with potentially very large impacts increases with higher global warming levels . Warming substantially above the assessed very likely range for a given scenario cannot be ruled out, and there is high confidence this would lead to regional changes greater than assessed in many aspects of the climate system. Low-likelihood, high-impact outcomes could occur at regional scales even for global warming within the very likely assessed range for a given GHG emissions scenario. Global mean sea level rise above the likely range – approaching 2 m by 2100 and in excess of 15 m by 2300 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes66and would have severe impacts on populations in low elevation coastal zones. If global warming increases, some compound extreme events67will become more frequent, with higher likelihood of unprecedented intensities, durations or spatial extent . The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all considered scenarios , however an abrupt collapse is not expected before 2100 . If such a low probability event were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, and large impacts on ecosystems and human activities. A sequence of large explosive volcanic eruptions within decades, as have occurred in the past, is a low-likelihood high-impact event that would lead to substantial cooling globally and regional climate perturbations over several decades . (Figure 3.4, Cross-Section Box.2)",,, WGI SPM C.3.4,"The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all emissions scenarios. While there is high confidence in the 21st century decline, there is only low confidence in the magnitude of the trend. There is medium confidence that there will not be an abrupt collapse before 2100. If such a collapse were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, weakening of the African and Asian monsoons and strengthening of Southern Hemisphere monsoons, and drying in Europe. ",,
LR 3.1.3.c,"The probability of low-likelihood outcomes associated with potentially very large impacts increases with higher global warming levels . Warming substantially above the assessed very likely range for a given scenario cannot be ruled out, and there is high confidence this would lead to regional changes greater than assessed in many aspects of the climate system. Low-likelihood, high-impact outcomes could occur at regional scales even for global warming within the very likely assessed range for a given GHG emissions scenario. Global mean sea level rise above the likely range – approaching 2 m by 2100 and in excess of 15 m by 2300 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes66and would have severe impacts on populations in low elevation coastal zones. If global warming increases, some compound extreme events67will become more frequent, with higher likelihood of unprecedented intensities, durations or spatial extent . The Atlantic Meridional Overturning Circulation is very likely to weaken over the 21st century for all considered scenarios , however an abrupt collapse is not expected before 2100 . If such a low probability event were to occur, it would very likely cause abrupt shifts in regional weather patterns and water cycle, such as a southward shift in the tropical rain belt, and large impacts on ecosystems and human activities. A sequence of large explosive volcanic eruptions within decades, as have occurred in the past, is a low-likelihood high-impact event that would lead to substantial cooling globally and regional climate perturbations over several decades . (Figure 3.4, Cross-Section Box.2)",,, WGI SPM C.3.5,"Unpredictable and rare natural events not related to human influence on climate may lead to low-likelihood, high-impact outcomes. For example, a sequence of large explosive volcanic eruptions within decades has occurred in the past, causing substantial global and regional climate perturbations over several decades. Such events cannot be ruled out in the future, but due to their inherent unpredictability they are not included in the illustrative set of scenarios referred to in this Report  (Box SPM.1)",,
LR 3.2.f,"Sea level rise poses a distinctive and severe adaptation challenge as it implies both dealing with slow onset changes and increases in the frequency and magnitude of extreme sea level events . Such adaptation challenges would occur much earlier under high rates of sea level rise . Responses to ongoing sea level rise and land subsidence include protection, accommodation, advance and planned relocation . These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and underpinned by inclusive community engagement processes . Ecosystem-based solutions such as wetlands provide co-benefits for the environment and climate mitigation, and reduce costs for flood defences , but have site-specific physical limits, at least above 1.5ºC of global warming  and lose effectiveness at high rates of sea level rise beyond 0.5–1 cm/yr . Seawalls can be maladaptive as they effectively reduce impacts in the short term but can also result in lock-ins and increase exposure to climate risks in the long term unless they are integrated into a long-term adaptive plan .  ",,,WGI SPM C.2.5,"It is very likely to virtually certain40that regional mean relative sea level rise will continue throughout the 21st century, except in a few regions with substantial geologic land uplift rates. Approximately two-thirds of the global coastline has a projected regional relative sea level rise within ±20% of the global mean increase . Due to relative sea level rise, extreme sea level events that occurred once per century in the recent past are projected to occur at least annually at more than half of all tide gauge locations by 2100 . Relative sea level rise contributes to increases in the frequency and severity of coastal flooding in low-lying areas and to coastal erosion along most sandy coasts .  ",,
LR 3.3.1.a,"Limiting global temperature increase to a specific level requires limiting cumulative net CO2 emissions to within a finite carbon budget69, along with strong reductions in other GHGs. For every 1000 GtCO2 emitted by human activity, global mean temperature rises by likely 0.27°C–0.63°C (best estimate of 0.45°C). This relationship implies that there is a finite carbon budget that cannot be exceeded in order to limit warming to any given level.  ",,,WGI SPM D.1,"From a physical science perspective, limiting human-induced global warming to a specific level requires limiting cumulative CO2emissions, reaching at least net zero CO2emissions, along with strong reductions in other greenhouse gas emissions. Strong, rapid and sustained reductions in CH4emissions would also limit the warming effect resulting from declining aerosol pollution and would improve air quality.  ",,
LR 3.3.1.a,"Limiting global temperature increase to a specific level requires limiting cumulative net CO2 emissions to within a finite carbon budget69, along with strong reductions in other GHGs. For every 1000 GtCO2 emitted by human activity, global mean temperature rises by likely 0.27°C–0.63°C (best estimate of 0.45°C). This relationship implies that there is a finite carbon budget that cannot be exceeded in order to limit warming to any given level.  ",,, WGI SPM D.1.1,"This Report reaffirms with high confidence the AR5 finding that there is a near-linear relationship between cumulative anthropogenic CO2emissions and the global warming they cause. Each 1000 GtCO2of cumulative CO2emissions is assessed to likely cause a 0.27°C to 0.63°C increase in global surface temperature with a best estimate of 0.45°C.41This is a narrower range compared to AR5 and SR1.5. This quantity is referred to as the transient climate response to cumulative CO2emissions (TCRE). This relationship implies that reaching net zero anthropogenic CO2emissions42is a requirement to stabilize human-induced global temperature increase at any level, but that limiting global temperature increase to a specific level would imply limiting cumulative CO2emissions to within a carbon budget.43 ",,
LR 3.3.1.b,"The best estimates of the remaining carbon budget (RCB) from the beginning of 2020 for limiting warming to 1.5°C with a 50% likelihood70is estimated to be 500 GtCO2; for 2°C (67% likelihood) this is 1150 GtCO2.71Remaining carbon budgets have been quantified based on the assessed value of TCRE and its uncertainty, estimates of historical warming, climate system feedbacks such as emissions from thawing permafrost, and the global surface temperature change after global anthropogenic CO2 emissions reach net zero, as well as variations in projected warming from non-CO2 emissions due in part to mitigation action. The stronger the reductions in non-CO2 emissions the lower the resulting temperatures are for a given RCB or the larger RCB for the same level of temperature change. For instance, the RCB for limiting warming to 1.5°C with a 50% likelihood could vary between 300 to 600 GtCO2 depending on non-CO2 warming72. Limiting warming to 2°C with a 67% (or 83%) likelihood would imply a RCB of 1150 (900) GtCO2 from the beginning of 2020. To stay below 2°C with a 50% likelihood, the RCB is higher, i.e., 1350 GtCO2 73. ",,,WGI SPM D.1.2,"Over the period 1850–2019, a total of 2390 ± 240 (likely range) GtCO2of anthropogenic CO2was emitted. Remaining carbon budgets have been estimated for several global temperature limits and various levels of probability, based on the estimated value of TCRE and its uncertainty, estimates of historical warming, variations in projected warming from non- CO2emissions, climate system feedbacks such as emissions from thawing permafrost, and the global surface temperature change after global anthropogenic CO2emissions reach net zero.  (Table SPM.2)",,
LR 3.3.1.d,"In scenarios with increasing CO2 emissions, the land and ocean carbon sinks are projected to be less effective at slowing the accumulation of CO2 in the atmosphere . While natural land and ocean carbon sinks are projected to take up, in absolute terms, a progressively larger amount of CO2 under higher compared to lower CO2 emissions scenarios, they become less effective, that is, the proportion of emissions taken up by land and ocean decreases with increasing cumulative net CO2 emissions . Additional ecosystem responses to warming not yet fully included in climate models, such as GHG fluxes from wetlands, permafrost thaw, and wildfires, would further increase concentrations of these gases in the atmosphere . In scenarios where CO2 concentrations peak and decline during the 21st century, the land and ocean begin to take up less carbon in response to declining atmospheric CO2 concentrations  and turn into a weak net source by 2100 in the very low GHG emissions scenario 76. ",,,WGI SPM B.4,"Under scenarios with increasing CO2emissions, the ocean and land carbon sinks are projected to be less effective at slowing the accumulation of CO2in the atmosphere.  ",,
LR 3.3.1.d,"In scenarios with increasing CO2 emissions, the land and ocean carbon sinks are projected to be less effective at slowing the accumulation of CO2 in the atmosphere . While natural land and ocean carbon sinks are projected to take up, in absolute terms, a progressively larger amount of CO2 under higher compared to lower CO2 emissions scenarios, they become less effective, that is, the proportion of emissions taken up by land and ocean decreases with increasing cumulative net CO2 emissions . Additional ecosystem responses to warming not yet fully included in climate models, such as GHG fluxes from wetlands, permafrost thaw, and wildfires, would further increase concentrations of these gases in the atmosphere . In scenarios where CO2 concentrations peak and decline during the 21st century, the land and ocean begin to take up less carbon in response to declining atmospheric CO2 concentrations  and turn into a weak net source by 2100 in the very low GHG emissions scenario 76. ",,, WGI SPM B.4.1,"While natural land and ocean carbon sinks are projected to take up, in absolute terms, a progressively larger amount of CO2under higher compared to lower CO2emissions scenarios, they become less effective, that is, the proportion of emissions taken up by land and ocean decrease with increasing cumulative CO2emissions. This is projected to result in a higher proportion of emitted CO2remaining in the atmosphere .  ",,
LR 3.3.1.d,"In scenarios with increasing CO2 emissions, the land and ocean carbon sinks are projected to be less effective at slowing the accumulation of CO2 in the atmosphere . While natural land and ocean carbon sinks are projected to take up, in absolute terms, a progressively larger amount of CO2 under higher compared to lower CO2 emissions scenarios, they become less effective, that is, the proportion of emissions taken up by land and ocean decreases with increasing cumulative net CO2 emissions . Additional ecosystem responses to warming not yet fully included in climate models, such as GHG fluxes from wetlands, permafrost thaw, and wildfires, would further increase concentrations of these gases in the atmosphere . In scenarios where CO2 concentrations peak and decline during the 21st century, the land and ocean begin to take up less carbon in response to declining atmospheric CO2 concentrations  and turn into a weak net source by 2100 in the very low GHG emissions scenario 76. ",,, WGI SPM B.4.2,"Based on model projections, under the intermediate GHG emissions scenario that stabilizes atmospheric CO2concentrations this century (SSP2-4.5), the rates of CO2taken up by the land and ocean are projected to decrease in the second half of the 21st century . Under the very low and low GHG emissions scenarios (SSP1-1.9, SSP1-2.6), where CO2concentrations peak and decline during the 21st century, the land and ocean begin to take up less carbon in response to declining atmospheric CO2concentrations  and turn into a weak net source by 2100 under SSP1-1.9 . It is very unlikely that the combined global land and ocean sink will turn into a source by 2100 under scenarios without net negative emissions (SSP2-4.5, SSP3-7.0, SSP5-8.5).32",,
LR 3.3.1.d,"In scenarios with increasing CO2 emissions, the land and ocean carbon sinks are projected to be less effective at slowing the accumulation of CO2 in the atmosphere . While natural land and ocean carbon sinks are projected to take up, in absolute terms, a progressively larger amount of CO2 under higher compared to lower CO2 emissions scenarios, they become less effective, that is, the proportion of emissions taken up by land and ocean decreases with increasing cumulative net CO2 emissions . Additional ecosystem responses to warming not yet fully included in climate models, such as GHG fluxes from wetlands, permafrost thaw, and wildfires, would further increase concentrations of these gases in the atmosphere . In scenarios where CO2 concentrations peak and decline during the 21st century, the land and ocean begin to take up less carbon in response to declining atmospheric CO2 concentrations  and turn into a weak net source by 2100 in the very low GHG emissions scenario 76. ",,, WGI SPM B.4.3,"The magnitude of feedbacks between climate change and the carbon cycle becomes larger but also more uncertain in high CO2emissions scenarios . However, climate model projections show that the uncertainties in atmospheric CO2concentrations by 2100 are dominated by the differences between emissions scenarios . Additional ecosystem responses to warming not yet fully included in climate models, such as CO2and CH4fluxes from wetlands, permafrost thaw and wildfires, would further increase concentrations of these gases in the atmosphere (high confidence). ",,
LR 3.3.2.a,"From a physical science perspective, limiting human-caused global warming to a specific level requires limiting cumulative CO2 emissions, reaching net zero or net negative CO2 emissions, along with strong reductions of other GHG emissions (see Cross-Section Box 1). Global modelled pathways that reach and sustain net zero GHG emissions are projected to result in a gradual decline in surface temperature . Reaching net zero GHG emissions primarily requires deep reductions in CO2, methane, and other GHG emissions, and implies net-negative CO2 emissions77. Carbon dioxide removal (CDR) will be necessary to achieve net-negative CO2 emissions78. Achieving global net zero CO2 emissions, with remaining anthropogenic CO2 emissions balanced by durably stored CO2 from anthropogenic removal, is a requirement to stabilise CO2-induced global surface temperature increase (see 3.3.3) . This is different from achieving net zero GHG emissions, where metric-weighted anthropogenic GHG emissions (see Cross- Section Box 1) equal CO2 removal . Emissions pathways that reach and sustain net zero GHG emissions defined by the 100-year global warming potential imply net-negative CO2 emissions and are projected to result in a gradual decline in surface temperature after an earlier peak . While reaching net-zero CO2 or net-zero GHG emissions requires deep and rapid reductions in gross emissions, the deployment of CDR to counterbalance hard-to-abate residual emissions (e.g., some emissions from agriculture, aviation, shipping, and industrial processes) is unavoidable . ",,,WGI SPM D.1,"From a physical science perspective, limiting human-induced global warming to a specific level requires limiting cumulative CO2emissions, reaching at least net zero CO2emissions, along with strong reductions in other greenhouse gas emissions. Strong, rapid and sustained reductions in CH4emissions would also limit the warming effect resulting from declining aerosol pollution and would improve air quality.  ",,
LR 3.3.2.a,"From a physical science perspective, limiting human-caused global warming to a specific level requires limiting cumulative CO2 emissions, reaching net zero or net negative CO2 emissions, along with strong reductions of other GHG emissions (see Cross-Section Box 1). Global modelled pathways that reach and sustain net zero GHG emissions are projected to result in a gradual decline in surface temperature . Reaching net zero GHG emissions primarily requires deep reductions in CO2, methane, and other GHG emissions, and implies net-negative CO2 emissions77. Carbon dioxide removal (CDR) will be necessary to achieve net-negative CO2 emissions78. Achieving global net zero CO2 emissions, with remaining anthropogenic CO2 emissions balanced by durably stored CO2 from anthropogenic removal, is a requirement to stabilise CO2-induced global surface temperature increase (see 3.3.3) . This is different from achieving net zero GHG emissions, where metric-weighted anthropogenic GHG emissions (see Cross- Section Box 1) equal CO2 removal . Emissions pathways that reach and sustain net zero GHG emissions defined by the 100-year global warming potential imply net-negative CO2 emissions and are projected to result in a gradual decline in surface temperature after an earlier peak . While reaching net-zero CO2 or net-zero GHG emissions requires deep and rapid reductions in gross emissions, the deployment of CDR to counterbalance hard-to-abate residual emissions (e.g., some emissions from agriculture, aviation, shipping, and industrial processes) is unavoidable . ",,, WGI SPM D.1.1,"This Report reaffirms with high confidence the AR5 finding that there is a near-linear relationship between cumulative anthropogenic CO2emissions and the global warming they cause. Each 1000 GtCO2of cumulative CO2emissions is assessed to likely cause a 0.27°C to 0.63°C increase in global surface temperature with a best estimate of 0.45°C.41This is a narrower range compared to AR5 and SR1.5. This quantity is referred to as the transient climate response to cumulative CO2emissions (TCRE). This relationship implies that reaching net zero anthropogenic CO2emissions42is a requirement to stabilize human-induced global temperature increase at any level, but that limiting global temperature increase to a specific level would imply limiting cumulative CO2emissions to within a carbon budget.43 ",,
LR 3.3.2.a,"From a physical science perspective, limiting human-caused global warming to a specific level requires limiting cumulative CO2 emissions, reaching net zero or net negative CO2 emissions, along with strong reductions of other GHG emissions (see Cross-Section Box 1). Global modelled pathways that reach and sustain net zero GHG emissions are projected to result in a gradual decline in surface temperature . Reaching net zero GHG emissions primarily requires deep reductions in CO2, methane, and other GHG emissions, and implies net-negative CO2 emissions77. Carbon dioxide removal (CDR) will be necessary to achieve net-negative CO2 emissions78. Achieving global net zero CO2 emissions, with remaining anthropogenic CO2 emissions balanced by durably stored CO2 from anthropogenic removal, is a requirement to stabilise CO2-induced global surface temperature increase (see 3.3.3) . This is different from achieving net zero GHG emissions, where metric-weighted anthropogenic GHG emissions (see Cross- Section Box 1) equal CO2 removal . Emissions pathways that reach and sustain net zero GHG emissions defined by the 100-year global warming potential imply net-negative CO2 emissions and are projected to result in a gradual decline in surface temperature after an earlier peak . While reaching net-zero CO2 or net-zero GHG emissions requires deep and rapid reductions in gross emissions, the deployment of CDR to counterbalance hard-to-abate residual emissions (e.g., some emissions from agriculture, aviation, shipping, and industrial processes) is unavoidable . ",,, WGI SPM D.1.8,"Achieving global net zero CO2emissions, with anthropogenic CO2 emissions balanced by anthropogenic removals of CO2, is a requirement for stabilizing CO2-induced global surface temperature increase. This is different from achieving net zero GHG emissions, where metric-weighted anthropogenic GHG emissions equal metric-weighted anthropogenic GHG removals. For a given GHG emissions pathway, the pathways of individual GHGs determine the resulting climate response,46whereas the choice of emissions metric47used to calculate aggregated emissions and removals of different GHGs affects what point in time the aggregated GHGs are calculated to be net zero. Emissions pathways that reach and sustain net zero GHG emissions defined by the 100-year global warming potential are projected to result in a decline in surface temperature after an earlier peak . ",,
LR 3.3.3.c,"AFOLU mitigation options, when sustainably implemented, can deliver large-scale GHG emission reductions and enhanced CO2 removal; however, barriers to implementation and trade-offs may result from the impacts of climate change, competing demands on land, conflicts with food security and livelihoods, the complexity of land ownership and management systems, and cultural aspects (see 3.4.1). All assessed modelled pathways that limit warming to 2°C (>67%) or lower by 2100 include land-based mitigation and land-use change, with most including different combinations of reforestation, afforestation, reduced deforestation, and bioenergy. However, accumulated carbon in vegetation and soils is at risk from future loss (or sink reversal) triggered by climate change and disturbances such as flood, drought, fire, or pest outbreaks, or future poor management.  ",,,WGI SPM B.4.3,"The magnitude of feedbacks between climate change and the carbon cycle becomes larger but also more uncertain in high CO2emissions scenarios . However, climate model projections show that the uncertainties in atmospheric CO2concentrations by 2100 are dominated by the differences between emissions scenarios . Additional ecosystem responses to warming not yet fully included in climate models, such as CO2and CH4fluxes from wetlands, permafrost thaw and wildfires, would further increase concentrations of these gases in the atmosphere (high confidence). ",,
LR 3.3.4.a,"Exceeding a specific remaining carbon budget results in higher global warming. Achieving and sustaining net negative global CO2 emissions could reverse the resulting temperature exceedance . Continued reductions in emissions of short-lived climate forcers, particularly methane, after peak temperature has been reached, would also further reduce warming . Only a small number of the most ambitious global modelled pathways limit global warming to 1.5°C (>50%) without overshoot. ",,,WGI SPM D.1.1,"This Report reaffirms with high confidence the AR5 finding that there is a near-linear relationship between cumulative anthropogenic CO2emissions and the global warming they cause. Each 1000 GtCO2of cumulative CO2emissions is assessed to likely cause a 0.27°C to 0.63°C increase in global surface temperature with a best estimate of 0.45°C.41This is a narrower range compared to AR5 and SR1.5. This quantity is referred to as the transient climate response to cumulative CO2emissions (TCRE). This relationship implies that reaching net zero anthropogenic CO2emissions42is a requirement to stabilize human-induced global temperature increase at any level, but that limiting global temperature increase to a specific level would imply limiting cumulative CO2emissions to within a carbon budget.43 ",,
LR 3.3.4.a,"Exceeding a specific remaining carbon budget results in higher global warming. Achieving and sustaining net negative global CO2 emissions could reverse the resulting temperature exceedance . Continued reductions in emissions of short-lived climate forcers, particularly methane, after peak temperature has been reached, would also further reduce warming . Only a small number of the most ambitious global modelled pathways limit global warming to 1.5°C (>50%) without overshoot. ",,, WGI SPM D.1.6,"If global net negative CO2emissions were to be achieved and be sustained, the global CO2-induced surface temperature increase would be gradually reversed but other climate changes would continue in their current direction for decades to millennia . For instance, it would take several centuries to millennia for global mean sea level to reverse course even under large net negative CO2emissions . ",,
LR 3.3.4.a,"Exceeding a specific remaining carbon budget results in higher global warming. Achieving and sustaining net negative global CO2 emissions could reverse the resulting temperature exceedance . Continued reductions in emissions of short-lived climate forcers, particularly methane, after peak temperature has been reached, would also further reduce warming . Only a small number of the most ambitious global modelled pathways limit global warming to 1.5°C (>50%) without overshoot. ",,, WGI SPM D.1.7,"In the five illustrative scenarios, simultaneous changes in CH4, aerosol and ozone precursor emissions, which also contribute to air pollution, lead to a net global surface warming in the near and long term . In the long term, this net warming is lower in scenarios assuming air pollution controls combined with strong and sustained CH4emissions reductions . In the low and very low GHG emissions scenarios, assumed reductions in anthropogenic aerosol emissions lead to a net warming, while reductions in CH4and other ozone precursor emissions lead to a net cooling. Because of the short lifetime of both CH4 and aerosols, these climate effects partially counterbalance each other, and reductions in CH4emissions also contribute to improved air quality by reducing global surface ozone (high confidence).  ",,
LR 3.3.4.b,"Overshoot of a warming level results in more adverse impacts, some irreversible, and additional risks for human and natural systems compared to staying below that warming level, with risks growing with the magnitude and duration of overshoot . Compared to pathways without overshoot, societies and ecosystems would be exposed to greater and more widespread changes in climatic impact-drivers, such as extreme heat and extreme precipitation, with increasing risks to infrastructure, low-lying coastal settlements, and associated livelihoods . Overshooting 1.5°C will result in irreversible adverse impacts on certain ecosystems with low resilience, such as polar, mountain, and coastal ecosystems, impacted by ice- sheet glacier melt, or by accelerating and higher committed sea level rise . Overshoot increases the risks of severe impacts, such as increased wildfires, mass mortality of trees, drying of peatlands, thawing of permafrost and weakening natural land carbon sinks; such impacts could increase releases of GHGs making temperature reversal more challenging . ",,,WGI SPM C.2,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Changes in several climatic impact-drivers would be more widespread at 2°C compared to 1.5°C global warming and even more widespread and/or pronounced for higher warming levels.  (Table SPM.1, Figure SPM.9)",,
