,file_path,sentence,section
6351,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/4_floats-group/6_fig.xml,Line of best fit is determined by ordinary least squares univariate linear regression.,FIG
6352,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/4_floats-group/6_fig.xml,n = 3056.,FIG
6353,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/4_floats-group/6_fig.xml,Gray lines are 95% credibility values.,FIG
6354,/Users/pm286/projects/semanticClimate/climate_justice/PMC9566334/sections/4_floats-group/6_fig.xml,Dased line is the line of best fit derived from ordinary least squares linear regression.,FIG
6355,/Users/pm286/projects/semanticClimate/climate_justice/PMC9581138/sections/2_body/2_case_studies/2_micro_level__cs_response_to_co/4_fig.xml,Figure 1 Primary aims of CS projects investigating COVID-19.,FIG
6356,/Users/pm286/projects/semanticClimate/climate_justice/PMC9581138/sections/2_body/2_case_studies/3_meso_level__identification_of_/4_fig.xml,Figure 2 Dashboard visualizing the results of the research areas analysis for projects in the CS Track database.,FIG
6357,/Users/pm286/projects/semanticClimate/climate_justice/PMC9581138/sections/2_body/2_case_studies/3_meso_level__identification_of_/4_fig.xml,The selection of projects was limited to 218 Zooniverse projects.,FIG
6358,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/5_fig.xml,Figure 1.,FIG
6359,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/5_fig.xml,"Country-Level Associations Among Heavy Rainfall and HIV Prevalence All models controlled for sex, marital status, age, educational level (none, primary, secondary, and higher), wealth index, urban residence, and survey month.",FIG
6360,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/5_fig.xml,Standard errors account for clustering at the enumeration area level.,FIG
6361,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/6_fig.xml,Figure 2.,FIG
6362,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/6_fig.xml,"Country-Level Associations Among Heavy Rainfall and Sexually Transmitted Infections in the Past 12 Months All models controlled for sex, marital status, age, educational level (none, primary, secondary, and higher), wealth index, urban residence, and survey month.",FIG
6363,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/6_fig.xml,Standard errors account for clustering at the enumeration area level.,FIG
6364,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/7_fig.xml,Figure 3.,FIG
6365,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/7_fig.xml,"Country-Level Associations Among Heavy Rainfall and Number of Sexual Partners in the Past 12 Months All models controlled for sex, marital status, age, educational level (none, primary, secondary, and higher), wealth index, urban residence, and survey month.",FIG
6366,/Users/pm286/projects/semanticClimate/climate_justice/PMC9459663/sections/2_body/2_results/7_fig.xml,Standard errors account for clustering at the enumeration area level.,FIG
6367,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/1_temporal_trends/3_fig.xml,10.1371/journal.pone.0268633.g001 Fig 1 Total number of climate litigation cases by time period (1990–2020).,FIG
6368,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/2_characteristics_of_cases/2_fig.xml,10.1371/journal.pone.0268633.g002 Fig 2 Distribution of non-USA climate litigation by World Bank development category.,FIG
6369,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/2_characteristics_of_cases/8_fig.xml,10.1371/journal.pone.0268633.g005 Fig 5 Public health-linked climate litigation cases by field of law.,FIG
6370,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/2_characteristics_of_cases/5_fig.xml,10.1371/journal.pone.0268633.g004 Fig 4 Public health-linked climate litigation cases by category of defendant.,FIG
6371,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/2_characteristics_of_cases/4_fig.xml,10.1371/journal.pone.0268633.g003 Fig 3 Public health-linked climate litigation cases by category of plaintiff.,FIG
6372,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/3_findings_on_public_health-link/2_fig.xml,10.1371/journal.pone.0268633.g006 Fig 6 Current status of public health-linked climate litigation cases (April 2020).,FIG
6373,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/3_findings_on_public_health-link/3_fig.xml,10.1371/journal.pone.0268633.g007 Fig 7 File year of pending public health-linked climate litigation cases.,FIG
6374,/Users/pm286/projects/semanticClimate/climate_justice/PMC9200309/sections/2_body/4_results/3_findings_on_public_health-link/4_fig.xml,10.1371/journal.pone.0268633.g008 Fig 8 Verdict year of decided public health-linked climate litigation cases.,FIG
6375,/Users/pm286/projects/semanticClimate/climate_justice/PMC8123462/sections/3_floats-group/2_fig.xml,Figure 3 Guiding conceptual framework.,FIG
6376,/Users/pm286/projects/semanticClimate/climate_justice/PMC8123462/sections/3_floats-group/3_fig.xml,"Figure 4 Co-benefits of working at the climate change, mental health, children/youth intersection.",FIG
6377,/Users/pm286/projects/semanticClimate/climate_justice/PMC8123462/sections/3_floats-group/1_fig.xml,Figure 2 PRISMA diagram of search strategy and analysis.,FIG
6378,/Users/pm286/projects/semanticClimate/climate_justice/PMC8123462/sections/3_floats-group/0_fig.xml,Figure 1 Keyword search strategy.,FIG
6379,/Users/pm286/projects/semanticClimate/climate_justice/PMC8123462/sections/3_floats-group/4_fig.xml,Figure 5 Word cloud of most frequent words in the articles included in the analysis.,FIG
6380,/Users/pm286/projects/semanticClimate/climate_justice/PMC9600164/sections/2_body/4_fig.xml,"Fig 1 Adolescent wellbeing framework, described by the H6+ Technical Working Group on Adolescent Health and Wellbeing* and adapted to include related climate change effects and interventions at the level of health professionals and the broader community.",FIG
6381,/Users/pm286/projects/semanticClimate/climate_justice/PMC9600164/sections/2_body/4_fig.xml,"*The H6+ Technical Working Group on Adolescent Health and Wellbeing includes the Partnership for Maternal, Newborn and Child Health; United Nations Programme on HIV/AIDS; Unesco; UN Population Fund; Unicef, UN Major Group for Children and Youth; UN Women; World Bank; World Food Programme; and World Health Organization",FIG
6382,/Users/pm286/projects/semanticClimate/climate_justice/PMC7659955/sections/3_floats-group/0_fig.xml,Figure 1 Key aspects of climate-smart agriculture (CSA).,FIG
6383,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/3_floats-group/0_fig.xml,Figure 1 The domain-driven theoretical framework to evaluate adaptation based on justice concerns.,FIG
6384,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/3_floats-group/0_fig.xml,Evaluation projects should target the associations between adaptation and each of the seven domains.,FIG
6385,/Users/pm286/projects/semanticClimate/climate_justice/PMC9408482/sections/4_floats-group/2_fig.xml,Figure 3 Hierarchy of needs: large area indicates more coding references from NDCs.,FIG
6386,/Users/pm286/projects/semanticClimate/climate_justice/PMC9408482/sections/4_floats-group/1_fig.xml,"Figure 2 CAN model: overview of need categories, their relationships, and interdependence.",FIG
6387,/Users/pm286/projects/semanticClimate/climate_justice/PMC9408482/sections/4_floats-group/0_fig.xml,Figure 1 Iterative process of identifying needs and coding them into categories.,FIG
6388,/Users/pm286/projects/semanticClimate/climate_justice/PMC9111280/sections/2_body/1_implications/7_fig.xml,"Figure 1 Land surface temperature in Shanghai, China on 13 August 2013 (Source: NASA Earth Observatory website,  https://earthobservatory.nasa.gov/images/81870/heat-wave-in-china ).",FIG
6389,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/3_floats-group/1_fig.xml,Figure 2 Ward level distribution of dependent variables for the NCT of Delhi.,FIG
6390,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/3_floats-group/1_fig.xml,"Top maps depict urban heat risk index and bottom maps depict NDVI, for 8 May and 29 September 2011 (Note: UHRI and NDVI calculated by author utilizing Landsat 5 TM imagery).",FIG
6391,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/3_floats-group/0_fig.xml,"Figure 1 Location of study area (National Capital Territory of Delhi) and zones, 2011.",FIG
6392,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/2_results/1_implementation_of_sustainabili/5_fig.xml,FIGURE 1 Chart of sustainability efforts in the 10 TropEd institutions.,FIG
6393,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/2_results/1_implementation_of_sustainabili/5_fig.xml,The number of global health research institutions from the 10 TropEd member institutions with components relating to environmental sustainability.,FIG
6394,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/2_results/1_implementation_of_sustainabili/5_fig.xml,"The various components were either ‘yes’ already in place, ‘no’ not in place or ‘in development’",FIG
6395,/Users/pm286/projects/semanticClimate/climate_justice/PMC9333192/sections/2_body/2_achieving_the_paradigm_change_/2_fig.xml,Fig.,FIG
6396,/Users/pm286/projects/semanticClimate/climate_justice/PMC9333192/sections/2_body/2_achieving_the_paradigm_change_/2_fig.xml,1: Integrating the social determinants of health in education and practice.,FIG
6397,/Users/pm286/projects/semanticClimate/climate_justice/PMC9535969/sections/2_body/3_4._analysis/2_fig.xml,Figure 1.,FIG
6398,/Users/pm286/projects/semanticClimate/climate_justice/PMC9535969/sections/2_body/3_4._analysis/2_fig.xml,"Frequency of debate topics in each group, by number of occurrences.",FIG
6399,/Users/pm286/projects/semanticClimate/climate_justice/PMC9316406/sections/4_floats-group/0_fig.xml,Figure 1 Data analysis structure.,FIG
6400,/Users/pm286/projects/semanticClimate/climate_justice/PMC9316406/sections/4_floats-group/0_fig.xml,"The three circles on the left (Adaptability, Interdisciplinarity, and Engageability) demonstrate the three themes that emerged in the data analysis.",FIG
6401,/Users/pm286/projects/semanticClimate/climate_justice/PMC9316406/sections/4_floats-group/0_fig.xml,"Under each theme, tri-level sub-categories (micro-level, mezzo-level, and macro-level, the three circles on the right) were developed to provide detailed supportive information from both authors’ critical reflections.",FIG
6402,/Users/pm286/projects/semanticClimate/climate_justice/PMC9316406/sections/4_floats-group/0_fig.xml,"These themes and subthemes are organized in a circle around the vital concept of GSW in this article, indicating the interconnections among these themes and subthemes.",FIG
6403,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/1_methods/3_fig.xml,"Figure 1 Most students in the introductory biology course we surveyed attended a large professor‐led lecture section, similar to the one depicted in this photograph.",FIG
6404,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/1_methods/3_fig.xml,Photograph credit: Martin Springborg,FIG
6405,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/3_student_personalization_of_cli/3_fig.xml,"Figure 6 (a) Student responses in 2017 to the question: “When do you think climate change will start to harm people?” When asked at the beginning of the semester, only 33% of participants recognized that climate change is already harming people now, whereas at the end of the semester 66% recognized this.",FIG
6406,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/3_student_personalization_of_cli/3_fig.xml,"(b) Student responses in 2017 to the question: “How much do you think climate change will harm you personally?” The most common response at the beginning of the semester was “a moderate amount,” compared with “a great deal” at the end of the semester.",FIG
6407,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/3_student_personalization_of_cli/3_fig.xml,The impacts of climate change came to be seen as more immediate and more personal by the end of the semester.,FIG
6408,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/3_student_personalization_of_cli/3_fig.xml,These questions were not asked in 2018 (see Section  2 ),FIG
6409,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/4_changes_in_student_affect_rega/3_fig.xml,Figure 7 (a) Student responses in 2017 and 2018 to the question: “How worried are you about climate change?” and (b) student responses in 2017 to the question: “How important is the issue of climate change to you personally?” Participants became significantly more worried about climate change by the end of the semester and reported that climate change was more personally important to them,FIG
6410,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/4_changes_in_student_affect_rega/5_fig.xml,"Figure 8 Student responses in 2017 to the question: “Which of the following statements comes closest to your view?” Both at the beginning and end of the semester, participants were not confident that humans would reduce climate change.",FIG
6411,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/4_changes_in_student_affect_rega/5_fig.xml,This question was not asked in 2018 (see Section  2 ),FIG
6412,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/3_fig.xml,"Figure 2 Student responses (combined from 2017 and 2018) to the question, “Do you think that climate change is happening?” when asked at the beginning (top row) and end (bottom row) of the semester.",FIG
6413,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/3_fig.xml,"At the beginning of the semester, 98% of participants chose one of the “yes” options (plotted in shades of green and to the right of the vertical center line), 2% chose “I dont know” (plotted in gray in the center of the plot), and 1% chose one of the “no” options (plotted in shades of brown on the left side of the plot).",FIG
6414,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/3_fig.xml,"Most of these students arrived in the course already accepting that climate change is occurring and after instruction, more of them were extremely sure climate change is occurring.",FIG
6415,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/3_fig.xml,"Only 44% were extremely sure that climate change is happening (darkest green fill) at the beginning of the semester, compared to 70% at the end of the semester",FIG
6416,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/8_fig.xml,"Figure 5 Student Likert‐scale responses (combined from 2017 and 2018 semesters) to the statements (a) “Scientists have a good understanding of whether climate change is occurring” and (b) “Scientists have a good understanding of why climate change is occurring.” Participants agreed that scientists understand whether and why climate change is occurring, and shifted to holding those views more strongly by the end of the semester (Note: Students who chose “I dont know” 1–6 students per semester‐question combination are not plotted, which explains the slight differences in percentages between the results given in the text and on the figure; the numbers of student responses included in the plots are indicated on the figure)",FIG
6417,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/5_fig.xml,"Figure 3 Student responses from 2017 to the question: “Which of the following best captures your beliefs about the cause(s) of climate change?” Most participants recognized that humans are primarily responsible for climate change at the beginning of the semester, but substantial numbers thought that climate change is caused equally by human activities and natural changes in the environment.",FIG
6418,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/5_fig.xml,"At the end of the semester, 92% identified that climate change is caused mostly by human activities.",FIG
6419,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/5_fig.xml,This question was not asked in 2018 (see Section  2 ),FIG
6420,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/7_fig.xml,"Figure 4 Student responses (combined from 2017 and 2018) to the survey item: “The scientific consensus is that climate change is….” At the beginning of the semesters, most participants (62%) correctly identified that the scientific consensus is that climate change is caused mostly by humans, but a large number (19%) nevertheless incorrectly reported that the consensus is that human activities and natural processes are equally responsible.",FIG
6421,/Users/pm286/projects/semanticClimate/climate_justice/PMC6876685/sections/1_body/2_results/2_student_conceptions_of_climate/7_fig.xml,"By the end of the semester, 78% correctly identified that the scientific consensus is that climate change is mostly caused by humans, while only 12% incorrectly thought that humans and natural causes contribute equally to climate change",FIG
6422,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,Figure 1.,FIG
6423,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"A, Retweet network: Top 18 usernames depicted by number of retweet mentions.",FIG
6424,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,Larger font size of the label corresponds to an increase in nodes (number of times that username was mentioned in a retweet).,FIG
6425,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"B, User network diagram of 2 active Infectious Diseases Twitter users (@CarlosdelRio7, @GermHunterMD).",FIG
6426,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"Nodes (circles in gray) are labeled with the user account handle, and edges (pink lines connecting circles) represent interaction between those users.",FIG
6427,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"Darker lines represent increased interaction, and depicted are 5 large clusters of activity.",FIG
6428,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"Note, 3 other nodes (@alvie_bar, @nynursesunited, @universalmaski2) emerge as active participants of the network.",FIG
6429,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"C, Subjectivity analysis of the top 20 users with a minimum of 5 IDWeek 2020 tweets based on follower network.",FIG
6430,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"A subjectivity score of 0 represents complete objectivity, while a score of 1 represents complete subjectivity.",FIG
6431,/Users/pm286/projects/semanticClimate/climate_justice/PMC8101626/sections/1_body/2_results/3_social_network_analysis/2_fig.xml,"Whiskers represent interquartile range, and diamonds represent outlier values.",FIG
6432,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/1_fig.xml,Safeguarding the biosphere from further degradation or collapse is an existential challenge for humanity.,FIG
6433,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/1_fig.xml,There are important steps we can take to contain the damage.,FIG
6434,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/1_fig.xml,Image credit: Shutterstock/Kritskiy-ua.,FIG
6435,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,Fig.,FIG
6436,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,1.,FIG
6437,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,"( A ) Carbon sinks in major biomes ( SI Appendix , Table 1).",FIG
6438,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,Grey areas indicate regions dominated by agriculture.,FIG
6439,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,"( B ) Carbon stocks in vegetation and soils in major biomes and the share of each biome remaining intact today ( SI Appendix , Table 1).",FIG
6440,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,"( C ) Global average temperature changes relative to pre-industrial levels under RCP2.6, where the pathway meeting the “Paris target” is the standard RCP2.6 simulation.",FIG
6441,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,“Biosphere loss” shows global temperature change without land carbon sinks from 1900.,FIG
6442,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,The Δ0.4 °C arrow shows the estimated dampening effect up until today from land-based ecosystems.,FIG
6443,/Users/pm286/projects/semanticClimate/climate_justice/PMC8463783/sections/2_body/4_toward_biosphere_stewardship/3_fig.xml,"“Full NCS” assumes large-scale restoration of land-based natural carbon sinks in forests, grasslands, peatlands, and wetlands, as well as avoided future ecosystem degradation, amounting to total emission reductions of 4.6 GtC per year after 2030 ( SI Appendix , Methods for details).",FIG
6444,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/2_fig.xml,Figure 3 Income thermal inequity—a comparison of the temperature difference between the top 10 percentile of block groups and bottom 10 percentiles of block group based on income.,FIG
6445,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/3_fig.xml,Figure 4 Latinx thermal inequity—a comparison of the temperature difference between the top 10 percentile of block groups and bottom 10 percentiles of Latinx block group population.,FIG
6446,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/1_fig.xml,"Figure 2 Fresno, California, located at 36.7° N and 119.8° W: surface temperature for an extreme heat day.",FIG
6447,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/0_fig.xml,Figure 1 The 20 Southwestern cities under investigation.,FIG
6448,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/5_fig.xml,Figure 6 Spatial regression coefficients for median income during an extreme heat day in 20 Southwest metropolitan areas.,FIG
6449,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/4_fig.xml,Figure 5 Spatial regression coefficients for median income during an average heat day in 20 Southwest metropolitan areas.,FIG
6450,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/6_fig.xml,Figure 7 Spatial regression coefficients for Latinx populations during an average heat day in 20 Southwest metropolitan areas.,FIG
6451,/Users/pm286/projects/semanticClimate/climate_justice/PMC7908488/sections/3_floats-group/7_fig.xml,Figure 8 Spatial regression coefficients for Latinx populations during an extreme heat day in 20 Southwest metropolitan areas.,FIG
6452,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/1_i._introduction/7_fig.xml,Figure 1 Location of HIC-AL members (orange dots) and the eight schools (violet dots) analysed in this paper SOURCE: Authors.,FIG
6453,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/3_iii._the_schools_at_work__/5_b._/6_fig.xml,"Figure 2 “Our body, our territory” SOURCE:  CISCSA et al.",FIG
6454,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/3_iii._the_schools_at_work__/5_b._/6_fig.xml,(2021) .,FIG
6455,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/3_iii._the_schools_at_work__/8_e._emancipate/2_fig.xml,Figure 5 “We want access to dignified housing: The land is for those who inhabit it!” SOURCE:  CISCSA et al.,FIG
6456,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/3_iii._the_schools_at_work__/8_e._emancipate/2_fig.xml,(2021) .,FIG
6457,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/3_iii._the_schools_at_work__/7_d._reverberate/3_fig.xml,Figure 4 Snapshots of reverberations of the School of Citizenship on Instagram SOURCE: Authors’ personal communication with Polis Institute based on raw footage shared by them.,FIG
6458,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/3_iii._the_schools_at_work__/6_c._mobilize/2_fig.xml,Figure 3 “I am an inclusive taxi driver” SOURCE:  Corporación Región et al.,FIG
6459,/Users/pm286/projects/semanticClimate/climate_justice/PMC9557810/sections/2_body/3_iii._the_schools_at_work__/6_c._mobilize/2_fig.xml,(2021) .,FIG
6460,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/5_fig.xml,Figure 1.,FIG
6461,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/5_fig.xml,(a) and (b) Predictions generated by the model developed at the New York Times.,FIG
6462,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/5_fig.xml,(a) The predicted number of infections and total deaths due to COVID if no intervention or action is taken.,FIG
6463,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/5_fig.xml,(b) The relationship between early interventions and the model’s forecasts and the impact of early interventions on the forecasted number of infections and total deaths.,FIG
6464,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/6_fig.xml,Figure 2.,FIG
6465,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/6_fig.xml,Illustrates how the audience can interact with the model by changing when interventions can begin and their level of severity.,FIG
6466,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/6_fig.xml,"There are three levels of severity that the model accounted for: mild, moderate, and aggressive.",FIG
6467,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/2_methods/2_data/6_fig.xml,The audience can visualize the impact of each level of intervention severity on the number of infections and total deaths due to COVID.,FIG
6468,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/3_results/2_fig.xml,Figure 3.,FIG
6469,/Users/pm286/projects/semanticClimate/climate_justice/PMC9669507/sections/2_body/3_results/2_fig.xml,Typology of responses to predictive journalism articles grouped by the three main themes (shaded in dark gray) and their corresponding sub-themes (shaded in light gray) and codes constituting those themes (white).,FIG
6470,/Users/pm286/projects/semanticClimate/climate_justice/PMC9285977/sections/2_body/1_two_waves_of_research_on_urban/11_fig.xml,"Figure 2 Dominant methods in the study of cities and climate change (note: “other” refers to a variety of methods ranging from quantitative analysis to comparative research, but not case study)",FIG
6471,/Users/pm286/projects/semanticClimate/climate_justice/PMC9285977/sections/2_body/1_two_waves_of_research_on_urban/3_fig.xml,Figure 1 Evolution of the number of publications related to cities and climate change,FIG
6472,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/8_p.xml,"However, prior studies have barely highlighted how people get important information for COVID‐19 according to the age.",INT
6473,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/8_p.xml,Understanding communication networks is necessary to provide valuable information on COVID‐19 for people to minimise the virus damage in a timely manner.,INT
6474,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/8_p.xml,"For instance, children are highly interested in protecting themselves from coronavirus in the school environment, and the elderly care more about COVID‐19 since they are the most susceptible to the virus because of their health conditions, such as cardiovascular diseases, respiratory diseases, or diabetes.",INT
6475,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/0_label.xml,1,INT
6476,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/9_p.xml,"Therefore, this study aims to highlight how people communicate with others to share valuable information on COVID‐19 according to the age groups (children, teens, adults, and elderly) by employing SNA based on Twitter, which is one of the most popular SNS.",INT
6477,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/9_p.xml,"To the best of my knowledge, this study is the first article exploring the social networks for COVID‐19 according to the age by employing SNA for SNS.",INT
6478,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/1_title.xml,Introduction,INT
6479,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/3_p.xml,COVID‐19 also exerts a significant impact on global mental health and plays a different role in the psychological status across countries.,INT
6480,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/3_p.xml,"For example, Wang et al.",INT
6481,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/3_p.xml,"6    report that Poland and the Philippines experience the highest levels of anxiety, depression and stress, whereas Vietnam has the lowest mean scores in these areas among eight countries (China, Poland, the Philippines, Spain, the US, Iran, Pakistan, and Vietnam).",INT
6482,/Users/pm286/projects/semanticClimate/climate_justice/PMC9348123/sections/2_body/0_introduction/3_p.xml,Wang et al.,INT
