,0,1,2,3,4
664,4.3.c,"4.3.cThe level of risk for humans and ecosystems will depend on near-term trends in vulnerability, exposure, level of socio-economic development and adaptation (high confidence). In the near-term, many climate-associated risks to natural and human systems depend more strongly on changes in these systems’ vulnerability and exposure than on differences in climate hazards between emissions scenarios (high confidence). Future exposure to climatic hazards is increasing globally due to socio-economic development trends including growing inequality, and when urbanisation or migration increase exposure (high confidence). Urbanisation increases hot extremes (very high confidence) and precipitation runoff intensity (high confidence). Increasing urbanisation in low-lying and coastal zones will be a major driver of increasing exposure to extreme riverflow events and sea level rise hazards, increasing risks (high confidence) (Figure 4.3). Vulnerability will also rise rapidly in low-lying Small Island Developing States and atolls in the context of sea level rise (high confidence) (see Figure 3.4 and Figure 4.3). Human vulnerability will concentrate in informal settlements and rapidly growing smaller settlements; and vulnerability in rural areas will be heightened by reduced habitability and high reliance on climate-sensitive livelihoods (high confidence). Human and ecosystem vulnerability are interdependent (high confidence). Vulnerability to climate change for ecosystems will be strongly influenced by past, present, and future patterns of human development, including from unsustainable consumption and production, increasing demographic pressures, and persistent unsustainable use and management of land, ocean, and water (high confidence). Several near-term risks can be moderated with adaptation (high confidence). (see Section 4.5 and 3.2) {WGI SPM C.2.6; WGII SPM B.2, WGII SPM B.2.3, WGII SPM B.2.5, WGII SPM B.3, WGII SPM B.3.2, WGII TS.C.5.2} ", WGII SPM B.2,,
665,4.3.c,"4.3.cThe level of risk for humans and ecosystems will depend on near-term trends in vulnerability, exposure, level of socio-economic development and adaptation (high confidence). In the near-term, many climate-associated risks to natural and human systems depend more strongly on changes in these systems’ vulnerability and exposure than on differences in climate hazards between emissions scenarios (high confidence). Future exposure to climatic hazards is increasing globally due to socio-economic development trends including growing inequality, and when urbanisation or migration increase exposure (high confidence). Urbanisation increases hot extremes (very high confidence) and precipitation runoff intensity (high confidence). Increasing urbanisation in low-lying and coastal zones will be a major driver of increasing exposure to extreme riverflow events and sea level rise hazards, increasing risks (high confidence) (Figure 4.3). Vulnerability will also rise rapidly in low-lying Small Island Developing States and atolls in the context of sea level rise (high confidence) (see Figure 3.4 and Figure 4.3). Human vulnerability will concentrate in informal settlements and rapidly growing smaller settlements; and vulnerability in rural areas will be heightened by reduced habitability and high reliance on climate-sensitive livelihoods (high confidence). Human and ecosystem vulnerability are interdependent (high confidence). Vulnerability to climate change for ecosystems will be strongly influenced by past, present, and future patterns of human development, including from unsustainable consumption and production, increasing demographic pressures, and persistent unsustainable use and management of land, ocean, and water (high confidence). Several near-term risks can be moderated with adaptation (high confidence). (see Section 4.5 and 3.2) {WGI SPM C.2.6; WGII SPM B.2, WGII SPM B.2.3, WGII SPM B.2.5, WGII SPM B.3, WGII SPM B.3.2, WGII TS.C.5.2} ", WGII SPM B.2.3,,
666,4.3.c,"4.3.cThe level of risk for humans and ecosystems will depend on near-term trends in vulnerability, exposure, level of socio-economic development and adaptation (high confidence). In the near-term, many climate-associated risks to natural and human systems depend more strongly on changes in these systems’ vulnerability and exposure than on differences in climate hazards between emissions scenarios (high confidence). Future exposure to climatic hazards is increasing globally due to socio-economic development trends including growing inequality, and when urbanisation or migration increase exposure (high confidence). Urbanisation increases hot extremes (very high confidence) and precipitation runoff intensity (high confidence). Increasing urbanisation in low-lying and coastal zones will be a major driver of increasing exposure to extreme riverflow events and sea level rise hazards, increasing risks (high confidence) (Figure 4.3). Vulnerability will also rise rapidly in low-lying Small Island Developing States and atolls in the context of sea level rise (high confidence) (see Figure 3.4 and Figure 4.3). Human vulnerability will concentrate in informal settlements and rapidly growing smaller settlements; and vulnerability in rural areas will be heightened by reduced habitability and high reliance on climate-sensitive livelihoods (high confidence). Human and ecosystem vulnerability are interdependent (high confidence). Vulnerability to climate change for ecosystems will be strongly influenced by past, present, and future patterns of human development, including from unsustainable consumption and production, increasing demographic pressures, and persistent unsustainable use and management of land, ocean, and water (high confidence). Several near-term risks can be moderated with adaptation (high confidence). (see Section 4.5 and 3.2) {WGI SPM C.2.6; WGII SPM B.2, WGII SPM B.2.3, WGII SPM B.2.5, WGII SPM B.3, WGII SPM B.3.2, WGII TS.C.5.2} ", WGII SPM B.2.5,,
667,4.3.c,"4.3.cThe level of risk for humans and ecosystems will depend on near-term trends in vulnerability, exposure, level of socio-economic development and adaptation (high confidence). In the near-term, many climate-associated risks to natural and human systems depend more strongly on changes in these systems’ vulnerability and exposure than on differences in climate hazards between emissions scenarios (high confidence). Future exposure to climatic hazards is increasing globally due to socio-economic development trends including growing inequality, and when urbanisation or migration increase exposure (high confidence). Urbanisation increases hot extremes (very high confidence) and precipitation runoff intensity (high confidence). Increasing urbanisation in low-lying and coastal zones will be a major driver of increasing exposure to extreme riverflow events and sea level rise hazards, increasing risks (high confidence) (Figure 4.3). Vulnerability will also rise rapidly in low-lying Small Island Developing States and atolls in the context of sea level rise (high confidence) (see Figure 3.4 and Figure 4.3). Human vulnerability will concentrate in informal settlements and rapidly growing smaller settlements; and vulnerability in rural areas will be heightened by reduced habitability and high reliance on climate-sensitive livelihoods (high confidence). Human and ecosystem vulnerability are interdependent (high confidence). Vulnerability to climate change for ecosystems will be strongly influenced by past, present, and future patterns of human development, including from unsustainable consumption and production, increasing demographic pressures, and persistent unsustainable use and management of land, ocean, and water (high confidence). Several near-term risks can be moderated with adaptation (high confidence). (see Section 4.5 and 3.2) {WGI SPM C.2.6; WGII SPM B.2, WGII SPM B.2.3, WGII SPM B.2.5, WGII SPM B.3, WGII SPM B.3.2, WGII TS.C.5.2} ", WGII SPM B.3,,
668,4.3.c,"4.3.cThe level of risk for humans and ecosystems will depend on near-term trends in vulnerability, exposure, level of socio-economic development and adaptation (high confidence). In the near-term, many climate-associated risks to natural and human systems depend more strongly on changes in these systems’ vulnerability and exposure than on differences in climate hazards between emissions scenarios (high confidence). Future exposure to climatic hazards is increasing globally due to socio-economic development trends including growing inequality, and when urbanisation or migration increase exposure (high confidence). Urbanisation increases hot extremes (very high confidence) and precipitation runoff intensity (high confidence). Increasing urbanisation in low-lying and coastal zones will be a major driver of increasing exposure to extreme riverflow events and sea level rise hazards, increasing risks (high confidence) (Figure 4.3). Vulnerability will also rise rapidly in low-lying Small Island Developing States and atolls in the context of sea level rise (high confidence) (see Figure 3.4 and Figure 4.3). Human vulnerability will concentrate in informal settlements and rapidly growing smaller settlements; and vulnerability in rural areas will be heightened by reduced habitability and high reliance on climate-sensitive livelihoods (high confidence). Human and ecosystem vulnerability are interdependent (high confidence). Vulnerability to climate change for ecosystems will be strongly influenced by past, present, and future patterns of human development, including from unsustainable consumption and production, increasing demographic pressures, and persistent unsustainable use and management of land, ocean, and water (high confidence). Several near-term risks can be moderated with adaptation (high confidence). (see Section 4.5 and 3.2) {WGI SPM C.2.6; WGII SPM B.2, WGII SPM B.2.3, WGII SPM B.2.5, WGII SPM B.3, WGII SPM B.3.2, WGII TS.C.5.2} ", WGII SPM B.3.2,,
669,4.3.c,"4.3.cThe level of risk for humans and ecosystems will depend on near-term trends in vulnerability, exposure, level of socio-economic development and adaptation (high confidence). In the near-term, many climate-associated risks to natural and human systems depend more strongly on changes in these systems’ vulnerability and exposure than on differences in climate hazards between emissions scenarios (high confidence). Future exposure to climatic hazards is increasing globally due to socio-economic development trends including growing inequality, and when urbanisation or migration increase exposure (high confidence). Urbanisation increases hot extremes (very high confidence) and precipitation runoff intensity (high confidence). Increasing urbanisation in low-lying and coastal zones will be a major driver of increasing exposure to extreme riverflow events and sea level rise hazards, increasing risks (high confidence) (Figure 4.3). Vulnerability will also rise rapidly in low-lying Small Island Developing States and atolls in the context of sea level rise (high confidence) (see Figure 3.4 and Figure 4.3). Human vulnerability will concentrate in informal settlements and rapidly growing smaller settlements; and vulnerability in rural areas will be heightened by reduced habitability and high reliance on climate-sensitive livelihoods (high confidence). Human and ecosystem vulnerability are interdependent (high confidence). Vulnerability to climate change for ecosystems will be strongly influenced by past, present, and future patterns of human development, including from unsustainable consumption and production, increasing demographic pressures, and persistent unsustainable use and management of land, ocean, and water (high confidence). Several near-term risks can be moderated with adaptation (high confidence). (see Section 4.5 and 3.2) {WGI SPM C.2.6; WGII SPM B.2, WGII SPM B.2.3, WGII SPM B.2.5, WGII SPM B.3, WGII SPM B.3.2, WGII TS.C.5.2} ", WGII TS.C.5.2,,
670,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} ",WGI SPM B.2.2,B.2.2,"B.2.2  With every additional increment of global warming, changes in extremes continue to become larger. For example, every additional 0.5°C of global warming causes clearly discernible increases in the intensity and frequency of hot extremes, including heatwaves (very likely), and heavy precipitation (high confidence), as well as agricultural and ecological droughts30in some regions (high confidence). Discernible changes in intensity and frequency of meteorological droughts, with more regions showing increases than decreases, are seen in some regions for every additional 0.5°C of global warming (medium confidence). Increases in frequency and intensity of hydrological droughts become larger with increasing global warming in some regions (medium confidence). There will be an increasing occurrence of some extreme events unprecedented in the observational record with additional global warming, even at 1.5°C of global warming. Projected percentage changes in frequency are larger for rarer events (high confidence). {8.2, 11.2, 11.3, 11.4, 11.6, 11.9, Cross-Chapter Box 11.1, Cross-Chapter Box 12.1, TS.2.6} (Figure SPM.5, Figure SPM.6)"
671,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} ", WGI TS Figure TS.6,,
672,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} ", WGII SPM B.1.4,,
673,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} ", WGII SPM B.4.4,,
674,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} ", WGII SPM Figure SPM.2,,
675,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2",WGI SPM B.2.3,B.2.3,"B.2.3  Some mid-latitude and semi-arid regions, and the South American Monsoon region, are projected to see the highest increase in the temperature of the hottest days, at about 1.5 to 2 times the rate of global warming (high confidence). The Arctic is projected to experience the highest increase in the temperature of the coldest days, at about three times the rate of global warming (high confidence). With additional global warming, the frequency of marine heatwaves will continue to increase (high confidence), particularly in the tropical ocean and the Arctic (medium confidence). {Box 9.2, 11.1, 11.3, 11.9, Cross-Chapter Box 11.1, Cross-Chapter Box 12.1, 12.4, TS.2.4, TS.2.6} (Figure SPM.6)"
676,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2", WGII SPM B.1.2,,
677,4.3.e,"4.3.e● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss (high confidence) {WGI SPM B.2.2, WGI TS Figure TS.6; WGII SPM B.1.4, WGII SPM B.4.4, WGII SPM Figure SPM.2}.  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events (high confidence) {WGI SPM B.2.3; WGII SPM B.1.2, WGII SPM Figure SPM.2; SROCC SPM B.5.1} ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems (medium confidence) and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems (high confidence) and warm-water coral reefs (very high confidence) {WGII SPM B.3.1}.  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones (high confidence) {WGI SPM B.2.4, WGI SPM C.2.2, WGI SPM C.2.6, WGI Chapter 11.7}.  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation (medium confidence) {SRCCL SPM A.5.3.}. ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure (high confidence), committing low-lying coastal ecosystems to submergence and loss (medium confidence), expanding land salinization (very high confidence), with cascading to risks to livelihoods, health, well-being, cultural values, food and water security (high confidence) (Figure 3.4, 4.3). {WGI SPM C.2.5, WGI SPM C.2.6; WGII SPM B.3.1, WGII SPM B.5.2; SRCCL SPM A.5.6; SROCC SPM B.3.4, SROCC SPM 3.6, SROCC SPM B.9.1}. ● Climate change will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks (high confidence), and mental health challenges including anxiety and stress (very high confidence). {WGII SPM B.4.4}● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions (high confidence). {WGII TS C.4.2} ● The projected increase in frequency and intensity of heavy precipitation (high confidence) will increase rain-generated local flooding (medium confidence). {WGI Figure SPM.6; WGI SPM B.2.2; WGII TS C.4.5} WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2", WGII SPM Figure SPM.2,,
