anchor,a_text,target,t_text
impacts,"The consequences of realized  risks  on natural and human systems, where risks result from the inter",hazard,  Hazard  The potential occurrence of a natural or human-induced physical event or trend that may ca
impacts,"The consequences of realized  risks  on natural and human systems, where risks result from the inter",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
impacts,"The consequences of realized  risks  on natural and human systems, where risks result from the inter",risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognizing the dive"
incoming_solar_radiation,See  Insolation .,insolation,  Insolation  The amount of  solar radiation  reaching the Earth by latitude and by season measured 
indian_ocean_basin__iob__mode,A mode of interannual variability characterized by a temporal alternation of basin-wide warming and ,el_niño–southern_oscillation__enso_,  El Niño–Southern Oscillation (ENSO)  The term El Niño was initially used to describe a warm-water 
indian_ocean_basin__iob__mode,A mode of interannual variability characterized by a temporal alternation of basin-wide warming and ,tropical_cyclone,"  Tropical cyclone  The general term for a strong, cyclonic-scale disturbance that originates over t"
indian_ocean_basin__iob__mode,A mode of interannual variability characterized by a temporal alternation of basin-wide warming and ,modes_of_climate_variability,  Modes of climate variability  Recurrent space-time structures of  natural variability  of the  cli
indian_ocean_basin__iob__mode,A mode of interannual variability characterized by a temporal alternation of basin-wide warming and ,indian_ocean_dipole__iod_,  Indian Ocean Dipole (IOD)  A mode of interannual variability that features an east–west dipole of 
indian_ocean_dipole__iod_,A mode of interannual variability that features an east–west dipole of  sea surface temperature  ano,indian_ocean_basin__iob__mode,  Indian Ocean basin (IOB) mode  A mode of interannual variability characterized by a temporal alter
indirect_aerosol_effect,See  Aerosol–cloud interaction .,aerosol–cloud_interaction,  Aerosol–cloud interaction  A process by which a perturbation to  aerosol  affects the microphysica
indirect_land-use_change__iluc_,See  Land-use change (LUC) .,land-use_change__luc_,  Land-use change (LUC)  The change from one  land use  category to another. Note that in some scien
industrial_revolution,A period of rapid industrial growth with and later to other countries including the United States. T,fossil_fuels,"  Fossil fuels  Carbon-based fuels from fossil hydrocarbon deposits, including coal, oil and natural"
industrial_revolution,A period of rapid industrial growth with and later to other countries including the United States. T,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
industrial_revolution,A period of rapid industrial growth with and later to other countries including the United States. T,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
infrared_radiation,See  Terrestrial radiation .,terrestrial_radiation,"  Terrestrial radiation  Radiation emitted by the Earth’s surface, the  atmosphere  and clouds. It i"
initial_condition_ensemble__ice_,See  Climate simulation ensemble .,climate_simulation_ensemble,  Climate simulation ensemble  A group of parallel model simulations characterizing historical  clim
insolation,The amount of  solar radiation  reaching the Earth by latitude and by season measured in W m –2 . Us,solar_radiation,  Solar radiation  Electromagnetic radiation emitted by the Sun with a spectrum close to that of a b
insolation,The amount of  solar radiation  reaching the Earth by latitude and by season measured in W m –2 . Us,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
insolation,The amount of  solar radiation  reaching the Earth by latitude and by season measured in W m –2 . Us,orbital_forcing,"  Orbital forcing  Orbital  forcing  is the influence of slow, systematic and predictable changes in"
insolation,The amount of  solar radiation  reaching the Earth by latitude and by season measured in W m –2 . Us,total_solar_irradiance__tsi_,  Total solar irradiance (TSI)  The total amount of  solar radiation  in watts per square metre rece
instantaneous_radiative_forcing__or_effect__due_to_aerosol–cloud_interactions__irfaci_,See  Aerosol–cloud interaction .,aerosol–cloud_interaction,  Aerosol–cloud interaction  A process by which a perturbation to  aerosol  affects the microphysica
instantaneous_radiative_forcing__or_effect__due_to_aerosol–radiation_interactions__irfari_,See  Aerosol–radiation interaction .,aerosol–radiation_interaction,  Aerosol–radiation interaction  An interaction of  aerosol  directly with radiation produces radiat
integrated_assessment_model__iam_,Models that integrate knowledge from two or more domains into a single framework. They are one of th,land_use,"  Land use  The total of arrangements, activities and inputs applied to a parcel of  land . The term"
integrated_assessment_model__iam_,Models that integrate knowledge from two or more domains into a single framework. They are one of th,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
integrated_assessment_model__iam_,Models that integrate knowledge from two or more domains into a single framework. They are one of th,impacts,"  Impacts  The consequences of realized  risks  on natural and human systems, where risks result fro"
inter-decadal_pacific_oscillation__ipo_,See  Pacific Decadal Variability (PDV) .,pacific_decadal_variability__pdv_,  Pacific Decadal Variability (PDV)  Coupled decadal-to-inter-decadal variability of the atmospheric
inter-tropical_convergence_zone__itcz_,"The Inter-tropical Convergence Zone is an equatorial zonal belt of low pressure, strong  convection ",convection,"  Convection  Vertical motion driven by buoyancy forces arising from static instability, usually cau"
inter-tropical_convergence_zone__itcz_,"The Inter-tropical Convergence Zone is an equatorial zonal belt of low pressure, strong  convection ",south_pacific_convergence_zone__spcz_,"  South Pacific Convergence Zone (SPCZ)  A band of low-level convergence, cloudiness and precipitati"
interglacial_or_interglaciation,A globally warm period lasting thousands of years between  glacial  periods within an  ice age . Gen,ice_age,  Ice age  An informal term for a geological period characterized by a long-term reduction in the te
aviicycles,",  Glacial or glaciation  and  Ice age .",glacial_or_glaciation,  Glacial or glaciation  A period characterized by the establishment of expanded  ice sheets  and  g
aviicycles,",  Glacial or glaciation  and  Ice age .",ice_age,  Ice age  An informal term for a geological period characterized by a long-term reduction in the te
internal_climate_variability,See  Internal variability  (under  Climate variability ).,climate_variability,  Climate variability  Deviations of  climate  variables from a given mean state (including the occu
interstadial_or_interstade,"A brief period of regional climatic warming during a  glacial  or  interglacial  interval, often cha",stadial_or_stade,  Stadial or stade  A brief period of regional climatic cooling during a  glacial  or  interglacial 
irreversibility,A perturbed state of a  dynamical system  is defined as irreversible on a given time scale if the re,dynamical_system,  Dynamical system  A process or set of processes whose evolution in time is governed by a set of de
irreversibility,A perturbed state of a  dynamical system  is defined as irreversible on a given time scale if the re,tipping_point,"  Tipping point  A critical threshold beyond which a system reorganizes, often abruptly and/or irrev"
isostatic_or_isostasy,Isostasy refers to the response of the Earth to changes in surface load. It includes the deformation,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
key_climate_indicators,See  Climate indicator .,climate_indicator,"  Climate indicator  Measures of the  climate system , including large-scale variables and climate  "
la_niña,See  El Niño–Southern Oscillation (ENSO) .,el_niño–southern_oscillation__enso_,  El Niño–Southern Oscillation (ENSO)  The term El Niño was initially used to describe a warm-water 
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads or lakes)",land,"  Land  The terrestrial portion of the biosphere that comprises the natural resources (soil, near-su"
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads or lakes)",land_use,"  Land use  The total of arrangements, activities and inputs applied to a parcel of  land . The term"
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads or lakes)",land_use,"  Land use  The total of arrangements, activities and inputs applied to a parcel of  land . The term"
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads or lakes)",land-use_change__luc_,  Land-use change (LUC)  The change from one  land use  category to another. Note that in some scien
land_use,"The total of arrangements, activities and inputs applied to a parcel of  land . The term land use is",land,"  Land  The terrestrial portion of the biosphere that comprises the natural resources (soil, near-su"
land-use_change__luc_,"The change from one  land use  category to another. Note that in some scientific literature, land-us",land_use,"  Land use  The total of arrangements, activities and inputs applied to a parcel of  land . The term"
land-use_change__luc_,"The change from one  land use  category to another. Note that in some scientific literature, land-us",reforestation,  Reforestation  Conversion to  forest  of land that has previously contained forests but that has b
land_water_storage__lws_,"Land water storage (LWS) includes all surface water,  soil moisture , groundwater storage and snow, ",soil_moisture,  Soil moisture  Water stored in the soil in liquid or frozen form. Root-zone soil moisture is of mo
land_water_storage__lws_,"Land water storage (LWS) includes all surface water,  soil moisture , groundwater storage and snow, ",deforestation,  Deforestation  Conversion of  forest  to non-forest. [Note: For a discussion of the term forest an
land_water_storage__lws_,"Land water storage (LWS) includes all surface water,  soil moisture , groundwater storage and snow, ",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
land_water_storage__lws_,"Land water storage (LWS) includes all surface water,  soil moisture , groundwater storage and snow, ",permafrost,"  Permafrost  Ground (soil or rock, and included ice and organic material) that remains at or below "
land_water_storage__lws_,"Land water storage (LWS) includes all surface water,  soil moisture , groundwater storage and snow, ",anthropogenic,  Anthropogenic  Resulting from or produced by human activities.
large-scale,The  climate system  involves process interactions from the micro- to the global-scale. Any threshol,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
large-scale,The  climate system  involves process interactions from the micro- to the global-scale. Any threshol,climate_variability,  Climate variability  Deviations of  climate  variables from a given mean state (including the occu
large-scale,The  climate system  involves process interactions from the micro- to the global-scale. Any threshol,modes_of_climate_variability,  Modes of climate variability  Recurrent space-time structures of  natural variability  of the  cli
large-scale,The  climate system  involves process interactions from the micro- to the global-scale. Any threshol,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
last_deglacial_transition,See  Deglacial or deglaciation or glacial termination  and  Younger Dryas .,deglacial_or_deglaciation_or_glacial_termination,  Deglacial or deglaciation or glacial termination  The period of transition from  glacial  conditio
last_deglacial_transition,See  Deglacial or deglaciation or glacial termination  and  Younger Dryas .,younger_dryas,"  Younger Dryas  The period from approximately 12.9 to 11.7 ka (thousand years before 1950), during "
last_interglacial__lig_,See  Interglacial or interglaciation .,interglacial_or_interglaciation,  Interglacial or interglaciation  A globally warm period lasting thousands of years between  glacia
last_millennium,"The interval of the  Common Era (CE)  between 1001 and 2000 CE. Encompasses the Little Ice Age, a ro",common_era__ce_,  Common era (CE)  CE (Common Era) and BCE (Before the Common Era) are alternative names for AD (Ann
last_millennium,"The interval of the  Common Era (CE)  between 1001 and 2000 CE. Encompasses the Little Ice Age, a ro",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
last_millennium,"The interval of the  Common Era (CE)  between 1001 and 2000 CE. Encompasses the Little Ice Age, a ro",drought,  Drought  An exceptional period of water shortage for existing  ecosystems  and the human populatio
last_millennium,"The interval of the  Common Era (CE)  between 1001 and 2000 CE. Encompasses the Little Ice Age, a ro",climate_model,  Climate model  A qualitative or quantitative representation of the  climate system  based on the p
latent_heat_flux,The turbulent  flux  of heat from the Earth’s surface to the  atmosphere  that is associated with  e,flux,"  Flux  A movement (a flow) of matter (e.g., water vapour, particles), heat or energy from one place"
latent_heat_flux,The turbulent  flux  of heat from the Earth’s surface to the  atmosphere  that is associated with  e,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
latent_heat_flux,The turbulent  flux  of heat from the Earth’s surface to the  atmosphere  that is associated with  e,evaporation,"  Evaporation  The physical process by which a liquid (e.g., water) becomes a gas (e.g., water vapou"
latent_heat_flux,The turbulent  flux  of heat from the Earth’s surface to the  atmosphere  that is associated with  e,sensible_heat_flux,  Sensible heat flux  The turbulent or conductive flux of heat from the Earth’s surface to the  atmo
light-absorbing_particles,"Light-absorbing particles (LAP), for example,  black carbon (BC) , brown carbon and dust, are partic",black_carbon__bc_,"  Black carbon (BC)  A relatively pure form of carbon, also known as soot, arising from the incomple"
light-absorbing_particles,"Light-absorbing particles (LAP), for example,  black carbon (BC) , brown carbon and dust, are partic",solar_radiation,  Solar radiation  Electromagnetic radiation emitted by the Sun with a spectrum close to that of a b
light-absorbing_particles,"Light-absorbing particles (LAP), for example,  black carbon (BC) , brown carbon and dust, are partic",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
light-absorbing_particles,"Light-absorbing particles (LAP), for example,  black carbon (BC) , brown carbon and dust, are partic",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically. Likelih",agreement,"  Agreement  In this Report, the degree of agreement within the scientific body of knowledge on a pa"
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically. Likelih",confidence,"  Confidence  The robustness of a finding based on the type, amount, quality and consistency of  evi"
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically. Likelih",evidence,  Evidence  Data and information used in the scientific process to establish findings. In this repor
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically. Likelih",uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
lithosphere,"The upper layer of the solid Earth, both continental and oceanic, which comprises all crustal rocks ",lithosphere,"  Lithosphere  The upper layer of the solid Earth, both continental and oceanic, which comprises all"
lithosphere,"The upper layer of the solid Earth, both continental and oceanic, which comprises all crustal rocks ",climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
lithosphere,"The upper layer of the solid Earth, both continental and oceanic, which comprises all crustal rocks ",external_forcing,  External forcing  External forcing refers to a  forcing  agent outside the  climate system  causin
local_sea_level_change,See  Sea level change (sea level rise/sea level fall) .,sea_level_change__sea_level_rise_sea_level_fall_,"  Sea level change (sea level rise/sea level fall)  Change to the height of sea level, both globally"
long-lived_greenhouse_gases__llghgs_,A set of  well-mixed greenhouse gases  with long atmospheric  lifetimes . This set of compounds incl,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
long-lived_greenhouse_gases__llghgs_,A set of  well-mixed greenhouse gases  with long atmospheric  lifetimes . This set of compounds incl,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
long-lived_greenhouse_gases__llghgs_,A set of  well-mixed greenhouse gases  with long atmospheric  lifetimes . This set of compounds incl,nitrous_oxide__n,"  Nitrous oxide (N 2 O)  The main  anthropogenic  source of N 2 O, a greenhouse gas (GHG), is agricu"
long-lived_greenhouse_gases__llghgs_,A set of  well-mixed greenhouse gases  with long atmospheric  lifetimes . This set of compounds incl,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
long-lived_greenhouse_gases__llghgs_,A set of  well-mixed greenhouse gases  with long atmospheric  lifetimes . This set of compounds incl,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
longwave_radiation,See  Terrestrial radiation .,terrestrial_radiation,"  Terrestrial radiation  Radiation emitted by the Earth’s surface, the  atmosphere  and clouds. It i"
low-likelihood__high_impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,deep_uncertainty,  Deep uncertainty  See  Uncertainty .
low-likelihood__high_impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,impacts,"  Impacts  The consequences of realized  risks  on natural and human systems, where risks result fro"
low-likelihood__high_impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,risk_assessment,  Risk assessment  The qualitative and/or quantitative scientific estimation of  risks . See also  R
low-likelihood__high_impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,likelihood,"  Likelihood  The chance of a specific outcome occurring, where this might be estimated probabilisti"
madden–julian_oscillation__mjo_,The largest mode of tropical atmospheric intra-seasonal variability with typical periods ranging fro,convection,"  Convection  Vertical motion driven by buoyancy forces arising from static instability, usually cau"
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse  climate -related outcomes, including via incre",risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognizing the dive"
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse  climate -related outcomes, including via incre",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse  climate -related outcomes, including via incre",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse  climate -related outcomes, including via incre",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
marine_cloud_brightening__mcb_,See  Solar radiation modification (SRM) .,solar_radiation_modification__srm_,  Solar radiation modification (SRM)  Refers to a range of radiation modification measures not relat
marine_heatwave,A period during which water temperature is abnormally warm for the time of the year relative to hist,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
marine_heatwave,A period during which water temperature is abnormally warm for the time of the year relative to hist,heatwave,"  Heatwave  A period of abnormally hot weather, often defined with reference to a relative temperatu"
marine_ice_cliff_instability__mici_,A hypothetical mechanism of an ice cliff failure. In case a marine-terminated  ice sheet  loses its ,ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
marine_ice_cliff_instability__mici_,A hypothetical mechanism of an ice cliff failure. In case a marine-terminated  ice sheet  loses its ,ice_shelf,  Ice shelf  A floating slab of ice originating from land of considerable thickness extending from t
marine_ice_cliff_instability__mici_,A hypothetical mechanism of an ice cliff failure. In case a marine-terminated  ice sheet  loses its ,marine_ice_sheet_instability__misi_,  Marine ice sheet instability (MISI)  A mechanism of  irreversible  (on the decadal to centennial t
marine_ice_sheet_instability__misi_,A mechanism of  irreversible  (on the decadal to centennial time scale) retreat of a  grounding line,grounding_line,  Grounding line  The junction between a  glacier  or  ice sheet  and an  ice shelf ; the place wher
marine_ice_sheet_instability__misi_,A mechanism of  irreversible  (on the decadal to centennial time scale) retreat of a  grounding line,ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
marine-based_ice_sheet,An  ice sheet  containing a substantial region that rests on a bed lying below sea level and whose p,ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
marine-based_ice_sheet,An  ice sheet  containing a substantial region that rests on a bed lying below sea level and whose p,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
mass_balance_budget__of_glaciers_or_ice_sheets_,Difference between the mass input ( accumulation ) and the mass loss ( ablation ) of an ice body (e.,glacier,"  Glacier  A perennial mass of ice, and possibly firn and snow, originating on the land surface by a"
mass_balance_budget__of_glaciers_or_ice_sheets_,Difference between the mass input ( accumulation ) and the mass loss ( ablation ) of an ice body (e.,ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
mean_sea_level,The surface level of the  ocean  at a particular point averaged over an extended period of time such,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
meltwater_pulse_1a__mwp-1a_,"A particular interval of rapid global  sea level rise  between about 14,700 and 14,300 years ago, as",ice_age,  Ice age  An informal term for a geological period characterized by a long-term reduction in the te
meltwater_pulse_1a__mwp-1a_,"A particular interval of rapid global  sea level rise  between about 14,700 and 14,300 years ago, as",flux,"  Flux  A movement (a flow) of matter (e.g., water vapour, particles), heat or energy from one place"
meltwater_pulse_1a__mwp-1a_,"A particular interval of rapid global  sea level rise  between about 14,700 and 14,300 years ago, as",ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
meridional_overturning_circulation__moc_,Meridional (north–south) overturning circulation in the  ocean  quantified by zonal (east–west) sums,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
meteorological_drought,See  Drought .,drought,  Drought  An exceptional period of water shortage for existing  ecosystems  and the human populatio
methane__ch,4 )  The greenhouse gas methane is the major component of natural gas and associated with all hydroc,anthropogenic_emissions,"  Anthropogenic emissions  Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosol"
methane__ch,4 )  The greenhouse gas methane is the major component of natural gas and associated with all hydroc,global_warming,  Global warming  Global warming refers to the increase in  global surface temperature  relative to 
methane__ch,4 )  The greenhouse gas methane is the major component of natural gas and associated with all hydroc,permafrost,"  Permafrost  Ground (soil or rock, and included ice and organic material) that remains at or below "
methane__ch,4 )  The greenhouse gas methane is the major component of natural gas and associated with all hydroc,short-lived_climate_forcers__slcfs_,  Short-lived climate forcers (SLCFs)  A set of chemically reactive compounds with short (relative t
mid-pliocene_warm_period__mpwp_,See  Pliocene .,pliocene,  Pliocene  The Pliocene Epoch is the more recent of two epochs of the Neogene Period within the  Ce
mitigation_pathways,See  Pathways .,pathways,  Pathways  The temporal evolution of natural and/or human systems towards a future state. Pathway c
mitigation_potential,The quantity of net  greenhouse gas  emission reductions that can be achieved by a given  mitigation,sequestration_potential,  Sequestration potential  The quantity of  greenhouse gases  that can be removed from the  atmosphe
mitigation_scenario,See  Scenario .,scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
mixing_ratio,See  Mole fraction or mixing ratio .,mole_fraction_or_mixing_ratio,"  Mole fraction or mixing ratio  Mole fraction, or mixing ratio, is the ratio of the number of moles"
model_ensemble,See  Climate simulation ensemble . See also  Ensemble .,climate_simulation_ensemble,  Climate simulation ensemble  A group of parallel model simulations characterizing historical  clim
model_ensemble,See  Climate simulation ensemble . See also  Ensemble .,ensemble,  Ensemble  A collection of comparable datasets that reflect variations within the bounds of one or 
model_initialization,A  climate prediction  typically proceeds by integrating a  climate model  forward in time from an i,climate_prediction,  Climate prediction  A climate prediction or climate forecast is the result of an attempt to produc
model_initialization,A  climate prediction  typically proceeds by integrating a  climate model  forward in time from an i,climate_model,  Climate model  A qualitative or quantitative representation of the  climate system  based on the p
model_initialization,A  climate prediction  typically proceeds by integrating a  climate model  forward in time from an i,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
model_initialization,A  climate prediction  typically proceeds by integrating a  climate model  forward in time from an i,uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
model_initialization,A  climate prediction  typically proceeds by integrating a  climate model  forward in time from an i,forcing,  Forcing  See  Radiative forcing .
model_spread,"The range or spread in results from  climate models , such as those assembled for Coupled Model Inte",uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
model_spread,"The range or spread in results from  climate models , such as those assembled for Coupled Model Inte",forcing,  Forcing  See  Radiative forcing .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,natural_variability,  Natural variability  See  Climate variability .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,sea_ice,  Sea ice  Ice found at the sea surface that has originated from the freezing of seawater. Sea ice m
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,predictability,  Predictability  The extent to which future states of a system may be predicted based on knowledge 
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,annular_modes,  Annular modes  Hemispheric scale patterns of atmospheric variability characterized by opposing and
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,tropical_atlantic_variability__tav_,  Tropical Atlantic Variability (TAV)  A generic term to describe the  climate variability  of the t
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,indian_ocean_dipole__iod_,  Indian Ocean Dipole (IOD)  A mode of interannual variability that features an east–west dipole of 
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,indian_ocean_basin__iob__mode,  Indian Ocean basin (IOB) mode  A mode of interannual variability characterized by a temporal alter
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,pacific_decadal_variability__pdv_,  Pacific Decadal Variability (PDV)  Coupled decadal-to-inter-decadal variability of the atmospheric
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,pacific_decadal_oscillation__pdo_,  Pacific Decadal Oscillation (PDO)  See  Pacific Decadal Variability (PDV) .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,pacific_decadal_variability__pdv_,  Pacific Decadal Variability (PDV)  Coupled decadal-to-inter-decadal variability of the atmospheric
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,el_niño–southern_oscillation__enso_,  El Niño–Southern Oscillation (ENSO)  The term El Niño was initially used to describe a warm-water 
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,north_atlantic_oscillation__nao_,  North Atlantic Oscillation (NAO)  The leading mode of large-scale atmospheric variability in the N
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,northern_annular_mode__nam_,  Northern Annular Mode (NAM)  See  Annular modes .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,annular_modes,  Annular modes  Hemispheric scale patterns of atmospheric variability characterized by opposing and
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,southern_annular_mode__sam_,  Southern Annular Mode (SAM)  See  Annular modes .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,annular_modes,  Annular modes  Hemispheric scale patterns of atmospheric variability characterized by opposing and
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,atlantic_meridional_mode__amm_,  Atlantic Meridional Mode (AMM)  See  Tropical Atlantic Variability (TAV) .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,tropical_atlantic_variability__tav_,  Tropical Atlantic Variability (TAV)  A generic term to describe the  climate variability  of the t
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,atlantic_zonal_mode__azm_,  Atlantic Zonal Mode (AZM)  See  Tropical Atlantic Variability (TAV) .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,tropical_atlantic_variability__tav_,  Tropical Atlantic Variability (TAV)  A generic term to describe the  climate variability  of the t
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,madden–julian_oscillation__mjo_,  Madden–Julian Oscillation (MJO)  The largest mode of tropical atmospheric intra-seasonal variabili
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,atlantic_multi-decadal_variability__amv_,  Atlantic Multi-decadal Variability (AMV)  Large-scale fluctuations observed from one decade to the
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,inter-decadal_pacific_oscillation__ipo_,  Inter-decadal Pacific Oscillation (IPO)  See  Pacific Decadal Variability (PDV) .
modes_of_climate_variability,Recurrent space-time structures of  natural variability  of the  climate system  with intrinsic spat,pacific_decadal_variability__pdv_,  Pacific Decadal Variability (PDV)  Coupled decadal-to-inter-decadal variability of the atmospheric
monsoon,See  Global monsoon .,global_monsoon,  Global monsoon  The global monsoon (GM) is a global-scale solstitial mode that dominates the annua
montreal_protocol,"The Montreal Protocol on Substances that Deplete the Ozone Layer was adopted in Montreal in 1987, an",chlorofluorocarbons__cfcs_,"  Chlorofluorocarbons (CFCs)  An organic compound that contains chlorine, carbon, hydrogen and fluor"
montreal_protocol,"The Montreal Protocol on Substances that Deplete the Ozone Layer was adopted in Montreal in 1987, an",hydrofluorocarbons__hfcs_,"  Hydrofluorocarbons (HFCs)  A type of  greenhouse gas (GHG) , HFCs are organic compounds that conta"
montreal_protocol,"The Montreal Protocol on Substances that Deplete the Ozone Layer was adopted in Montreal in 1987, an",ozone-depleting_substances__odss_,  Ozone-depleting substances (ODSs)  Man-made gases that destroy  ozone (O 3  )  once they reach the
