anchor,a_text,target,t_text
aiaccompanied_by_other_chemical_changes__over_an_extended_period__typically_decades_or_longer__which_is_caused_primarily_by,"uptake  of  carbon dioxide  ( CO 2 ) from the  atmosphere , but can also be caused by other chemical",uptake,"  Uptake  The addition of a substance of concern to a  reservoir . See also  Carbon sequestration , "
aiaccompanied_by_other_chemical_changes__over_an_extended_period__typically_decades_or_longer__which_is_caused_primarily_by,"uptake  of  carbon dioxide  ( CO 2 ) from the  atmosphere , but can also be caused by other chemical",co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
aiaccompanied_by_other_chemical_changes__over_an_extended_period__typically_decades_or_longer__which_is_caused_primarily_by,"uptake  of  carbon dioxide  ( CO 2 ) from the  atmosphere , but can also be caused by other chemical",co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
aiaccompanied_by_other_chemical_changes__over_an_extended_period__typically_decades_or_longer__which_is_caused_primarily_by,"uptake  of  carbon dioxide  ( CO 2 ) from the  atmosphere , but can also be caused by other chemical",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
aiaccompanied_by_other_chemical_changes__over_an_extended_period__typically_decades_or_longer__which_is_caused_primarily_by,"uptake  of  carbon dioxide  ( CO 2 ) from the  atmosphere , but can also be caused by other chemical",anthropogenic,"  Anthropogenic  Resulting from or produced by human activities. See also  Anthropogenic emissions, "
aiaccompanied_by_other_chemical_changes__over_an_extended_period__typically_decades_or_longer__which_is_caused_primarily_by,"uptake  of  carbon dioxide  ( CO 2 ) from the  atmosphere , but can also be caused by other chemical",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
ocean_fertilisation,Deliberate increase of nutrient supply to the near-surface ocean in order to enhance biological prod,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
ocean_fertilisation,Deliberate increase of nutrient supply to the near-surface ocean in order to enhance biological prod,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
overshoot,See  Temperature overshoot .,temperature_overshoot,"  Temperature overshoot  The temporary exceedance of a specified level of  global warming , such as "
overshoot_pathways,See  Pathways .,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
ozone__o,"3 )  The triatomic form of oxygen (O 3 ). In the  troposphere , it is created both naturally and by ",troposphere,"  Troposphere  The lowest part of the  atmosphere , from the surface to about 10 km in altitude at m"
ozone__o,"3 )  The triatomic form of oxygen (O 3 ). In the  troposphere , it is created both naturally and by ",greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
ozone__o,"3 )  The triatomic form of oxygen (O 3 ). In the  troposphere , it is created both naturally and by ",stratosphere,  Stratosphere  The highly stratified region of the  atmosphere  above the  troposphere  extending f
paris_agreement,The Paris Agreement under the  United Nations Framework Convention on Climate Change (UNFCCC)  was a,united_nations_framework_convention_on_climate_change__unfccc_,  United Nations Framework Convention on Climate Change (UNFCCC)  The UNFCCC was adopted in May 1992
paris_agreement,The Paris Agreement under the  United Nations Framework Convention on Climate Change (UNFCCC)  was a,conference_of_the_parties__cop_,"  Conference of the Parties (COP)  The supreme body of UN conventions, such as the  United Nations F"
participatory_governance,See  Governance .,governance,"  Governance  A comprehensive and inclusive concept of the full range of means for deciding, managin"
peat,"Soft, porous or compressed, sedentary deposit of which a substantial portion is partly decomposed pl",peatlands,"  Peatlands  Peatland is a land where soils are dominated by  peat . See also  Reservoir , and  Sink"
peatlands,"Peatland is a land where soils are dominated by  peat . See also  Reservoir , and  Sink .",peat,"  Peat  Soft, porous or compressed, sedentary deposit of which a substantial portion is partly decom"
peatlands,"Peatland is a land where soils are dominated by  peat . See also  Reservoir , and  Sink .",reservoir,  Reservoir  A component or components of the climate system where a  greenhouse gas (GHG)  or a  pr
peatlands,"Peatland is a land where soils are dominated by  peat . See also  Reservoir , and  Sink .",sink,"  Sink  Any process, activity or mechanism which removes a  greenhouse gas , an  aerosol  or a  prec"
phenology,"The relationship between biological phenomena that recur periodically (e.g., development stages, mig",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously, "
pool__carbon_and_nitrogen,"A  reservoir  in the earth system where elements, such as carbon and nitrogen, reside in various che",reservoir,  Reservoir  A component or components of the climate system where a  greenhouse gas (GHG)  or a  pr
poverty,A complex concept with several definitions stemming from different schools of thought. It can refer ,inequality,  Inequality   See  Equality .
poverty,A complex concept with several definitions stemming from different schools of thought. It can refer ,poverty_eradication,  Poverty eradication A set of measures to end  poverty  in all its forms everywhere. See also  Sust
poverty_eradication,A set of measures to end  poverty  in all its forms everywhere. See also  Sustainable Development Go,poverty,  Poverty  A complex concept with several definitions stemming from different schools of thought. It
poverty_eradication,A set of measures to end  poverty  in all its forms everywhere. See also  Sustainable Development Go,sustainable_development_goals__sdgs_,  Sustainable Development Goals (SDGs)  The 17 global goals for development for all countries establ
precursors,"Atmospheric compounds that are not  greenhouse gases (GHGs)  or  aerosols , but that have an effect ",greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
pre-industrial,The multi-century period prior to the onset of large-scale industrial activity around 1750. The  ref,reference_period,  Reference period  The period relative to which  anomalies  are computed. See also  Anomalies .
pre-industrial,The multi-century period prior to the onset of large-scale industrial activity around 1750. The  ref,global_mean_surface_temperature__gmst_,  Global mean surface temperature (GMST)  Estimated global average of near-surface air temperatures 
pre-industrial,The multi-century period prior to the onset of large-scale industrial activity around 1750. The  ref,industrial_revolution,  Industrial revolution  A period of rapid industrial growth with far-reaching social and economic c
primary_production,"The synthesis of organic compounds by plants and microbes, on land or in the ocean, primarily by pho",carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
procedural_equity,See  Equity,equity,"  Equity  The principle of being fair and impartial, and a basis for understanding how the  impacts "
projection,"A potential future evolution of a quantity or set of quantities, often computed with the aid of a mo",pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
radiative_forcing,"The change in the net, downward minus upward, radiative flux (expressed in W m –2 ) at the tropopaus",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
radiative_forcing,"The change in the net, downward minus upward, radiative flux (expressed in W m –2 ) at the tropopaus",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
radiative_forcing,"The change in the net, downward minus upward, radiative flux (expressed in W m –2 ) at the tropopaus",co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
radiative_forcing,"The change in the net, downward minus upward, radiative flux (expressed in W m –2 ) at the tropopaus",co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
reasons_for_concern__rfcs_,"Elements of a classification framework, first developed in the IPCC Third Assessment Report, which a",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
reducing_emissions_from_deforestation_and_forest_degradation__redd__,REDD+ refers to reducing emissions from  deforestation ; reducing emissions from forest degradation;,deforestation,  Deforestation  Conversion of  forest  to non-forest.  [Note: For a discussion of the term forest a
reference_scenario,See  Baseline scenario .,baseline_scenario,  Baseline scenario  In much of the literature the term is also synonymous with the term business-as
reforestation,Conversion to  forest  of  land  that has previously contained forests but that has been converted t,forest,  Forest  A vegetation type dominated by trees. Many definitions of the term forest are in use throu
reforestation,Conversion to  forest  of  land  that has previously contained forests but that has been converted t,land,"  Land  The terrestrial portion of the biosphere that comprises the natural resources (soil, near su"
reforestation,Conversion to  forest  of  land  that has previously contained forests but that has been converted t,deforestation,  Deforestation  Conversion of  forest  to non-forest.  [Note: For a discussion of the term forest a
region,A relatively large-scale land or ocean area characterised by specific geographical and climatologica,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously, "
region,A relatively large-scale land or ocean area characterised by specific geographical and climatologica,land_use,"  Land use   The total of arrangements, activities and inputs applied to a parcel of land. The term "
remaining_carbon_budget,Cumulative global  carbon dioxide  ( CO 2 ) emissions from the start of 2018 to the time that CO 2  ,co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
remaining_carbon_budget,Cumulative global  carbon dioxide  ( CO 2 ) emissions from the start of 2018 to the time that CO 2  ,co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
remaining_carbon_budget,Cumulative global  carbon dioxide  ( CO 2 ) emissions from the start of 2018 to the time that CO 2  ,global_warming,  Global warming  An increase in  global mean surface temperature (GMST) averaged  over a 30-year pe
remaining_carbon_budget,Cumulative global  carbon dioxide  ( CO 2 ) emissions from the start of 2018 to the time that CO 2  ,anthropogenic_emissions,"  Anthropogenic emissions  Emissions of  greenhouse gases (GHGs), precursors  of GHGs and  aerosols "
remaining_carbon_budget,Cumulative global  carbon dioxide  ( CO 2 ) emissions from the start of 2018 to the time that CO 2  ,carbon_budget,  Carbon budget  Refers to three concepts in the literature: (1) an assessment of  carbon cycle sour
reservoir,A component or components of the climate system where a  greenhouse gas (GHG)  or a  precursor  of a,greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
resilience,"The capacity of interconnected social, economic and ecological systems to cope with a hazardous even",transformation,  Transformation  A change in the fundamental attributes of natural and human systems.
resilience,"The capacity of interconnected social, economic and ecological systems to cope with a hazardous even",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
respiration,"The process whereby living organisms convert organic matter to  carbon dioxide  ( CO 2 ), releasing ",co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
respiration,"The process whereby living organisms convert organic matter to  carbon dioxide  ( CO 2 ), releasing ",co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
rewetting,"‘The deliberate action of changing a drained soil into a wet soil, e.g. by blocking  drainage  ditch",drainage,"  Drainage   ‘Artificial lowering of the soil water table’ (IPCC, 2013). See also  Rewetting ."
rewetting,"‘The deliberate action of changing a drained soil into a wet soil, e.g. by blocking  drainage  ditch",drainage,"  Drainage   ‘Artificial lowering of the soil water table’ (IPCC, 2013). See also  Rewetting ."
risk,"The potential for adverse consequences for human or ecological systems, recognising the diversity of",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
risk,"The potential for adverse consequences for human or ecological systems, recognising the diversity of",well-being,"  Well-being A state of existence that fulfils various human needs, including material living condit"
risk,"The potential for adverse consequences for human or ecological systems, recognising the diversity of",ecosystem_services,  Ecosystem services  Ecological processes or functions having monetary or non-monetary value to ind
risk_assessment,"The qualitative and/or quantitative scientific estimation of  risks . See also  Risk management,  an",risk_perception,  Risk perception  The subjective judgment that people make about the characteristics and severity o
risk_management,"Plans, actions, strategies or policies to reduce the  likelihood  and/or magnitude of adverse potent",likelihood,"  Likelihood  The chance of a specific outcome occurring, where this might be estimated probabilisti"
risk_perception,The subjective judgment that people make about the characteristics and severity of a  risk . See als,risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognising the dive"
risk_trade-off,The change in portfolio of  risks  that occurs when a countervailing risk is generated (knowingly or,adverse_side-effect,  Adverse side-effect  The negative effects that a policy or measure aimed at one objective might ha
risk_trade-off,The change in portfolio of  risks  that occurs when a countervailing risk is generated (knowingly or,co-benefits,  Co-benefits  The positive effects that a policy or measure aimed at one objective might have on ot
aiflocculated_and_have_good_water_permeability__well_and_brady__2016___see_also,Soil salinity  and  Sodic soils . ,soil_salinity,  Soil salinity  The concentration of soluble salts in the water extracted from a saturated soil (sa
aiflocculated_and_have_good_water_permeability__well_and_brady__2016___see_also,Soil salinity  and  Sodic soils . ,sodic_soils,  Sodic soils  Soils with disproportionately high concentration of sodium (Na + ) in relation to cal
scenario,A plausible description of how the future may develop based on a coherent and internally consistent ,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
scenario_storyline,"A  narrative  description of a  scenario  (or family of scenarios), highlighting the main scenario c",scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
sequestration,See  Uptake  and  Carbon sequestration .,uptake,"  Uptake  The addition of a substance of concern to a  reservoir . See also  Carbon sequestration , "
sequestration,See  Uptake  and  Carbon sequestration .,carbon_sequestration,"  Carbon sequestration  The process of storing carbon in a carbon  pool . See also  Blue carbon, Car"
shared_socio-economic_pathways__ssps_,See  Pathways .,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
short-lived_climate_forcers__slcf_,A set of compounds that are primarily composed of those with short lifetimes in the atmosphere compa,ozone__o,"  Ozone (O 3 )  The triatomic form of oxygen (O 3 ). In the  troposphere , it is created both natura"
short-lived_climate_forcers__slcf_,A set of compounds that are primarily composed of those with short lifetimes in the atmosphere compa,precursors,"  Precursors  Atmospheric compounds that are not  greenhouse gases (GHGs)  or  aerosols , but that h"
short-lived_climate_forcers__slcf_,A set of compounds that are primarily composed of those with short lifetimes in the atmosphere compa,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously, "
short-lived_climate_pollutants__slcp_,See  Short-lived climate forcers (SLCF) .,short-lived_climate_forcers__slcf_,  Short-lived climate forcers (SLCF)  A set of compounds that are primarily composed of those with s
sink,"Any process, activity or mechanism which removes a  greenhouse gas , an  aerosol  or a  precursor  o",aerosol,"  Aerosol  A suspension of airborne solid or liquid particles, with a typical size between a few nan"
sink,"Any process, activity or mechanism which removes a  greenhouse gas , an  aerosol  or a  precursor  o",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
sink,"Any process, activity or mechanism which removes a  greenhouse gas , an  aerosol  or a  precursor  o",uptake,"  Uptake  The addition of a substance of concern to a  reservoir . See also  Carbon sequestration , "
social_cost_of_carbon__scc_,The net present value of aggregate climate damages (with overall harmful damages expressed as a numb,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
societal__social__transformation,See  Transformation .,transformation,  Transformation  A change in the fundamental attributes of natural and human systems.
socio-economic_scenario,"A  scenario  that describes a possible future in terms of population,  gross domestic product (GDP) ",scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
socio-economic_scenario,"A  scenario  that describes a possible future in terms of population,  gross domestic product (GDP) ",gross_domestic_product__gdp_,"  Gross domestic product (GDP)  The sum of gross value added, at purchasers’ prices, by all resident"
socio-economic_scenario,"A  scenario  that describes a possible future in terms of population,  gross domestic product (GDP) ",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
socio-economic_scenario,"A  scenario  that describes a possible future in terms of population,  gross domestic product (GDP) ",pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
sodic_soils,Soils with disproportionately high concentration of sodium (Na + ) in relation to calcium (Ca 2+ ) a,soil_salinity,  Soil salinity  The concentration of soluble salts in the water extracted from a saturated soil (sa
soil_carbon_sequestration__scs_,"Land management changes which increase the  soil organic carbon  content, resulting in a net removal",soil_organic_carbon,  Soil organic carbon  Carbon contained in  soil organic matter.
soil_carbon_sequestration__scs_,"Land management changes which increase the  soil organic carbon  content, resulting in a net removal",co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
soil_carbon_sequestration__scs_,"Land management changes which increase the  soil organic carbon  content, resulting in a net removal",co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
soil_carbon_sequestration__scs_,"Land management changes which increase the  soil organic carbon  content, resulting in a net removal",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
soil_erosion,The displacement of the soil by the action of water or wind. Soil erosion is a major process of  lan,land_degradation,"  Land degradation  A negative trend in land condition, caused by direct or indirect human-induced p"
soil_salinity,The concentration of soluble salts in the water extracted from a saturated soil (saturation extract),sodic_soils,  Sodic soils  Soils with disproportionately high concentration of sodium (Na + ) in relation to cal
source,"Any process or activity which releases a  greenhouse gas , an  aerosol  or a  precursor  of a greenh",aerosol,"  Aerosol  A suspension of airborne solid or liquid particles, with a typical size between a few nan"
source,"Any process or activity which releases a  greenhouse gas , an  aerosol  or a  precursor  of a greenh",sink,"  Sink  Any process, activity or mechanism which removes a  greenhouse gas , an  aerosol  or a  prec"
stabilisation__of_ghg_or_co,2 -equivalent concentration)   A state in which the  atmospheric  concentrations of one  greenhouse ,greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
stabilisation__of_ghg_or_co,2 -equivalent concentration)   A state in which the  atmospheric  concentrations of one  greenhouse ,co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
stabilisation__of_ghg_or_co,2 -equivalent concentration)   A state in which the  atmospheric  concentrations of one  greenhouse ,co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
stratosphere,The highly stratified region of the  atmosphere  above the  troposphere  extending from about 10 km ,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
stratosphere,The highly stratified region of the  atmosphere  above the  troposphere  extending from about 10 km ,troposphere,"  Troposphere  The lowest part of the  atmosphere , from the surface to about 10 km in altitude at m"
stratosphere,The highly stratified region of the  atmosphere  above the  troposphere  extending from about 10 km ,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
stratosphere,The highly stratified region of the  atmosphere  above the  troposphere  extending from about 10 km ,troposphere,"  Troposphere  The lowest part of the  atmosphere , from the surface to about 10 km in altitude at m"
sustainable_development__sd_,Development that meets the needs of the present without compromising the ability of future generatio,development_pathways,  Development pathways  See  Pathways .
sustainable_development__sd_,Development that meets the needs of the present without compromising the ability of future generatio,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
sustainable_development_goals__sdgs_,The 17 global goals for development for all countries established by the United Nations through a pa,2030_agenda_for_sustainable_development,  2030 Agenda for Sustainable Development  A UN resolution in September 2015 adopting a plan of acti
sustainable_development_goals__sdgs_,The 17 global goals for development for all countries established by the United Nations through a pa,poverty,  Poverty  A complex concept with several definitions stemming from different schools of thought. It
sustainable_development_goals__sdgs_,The 17 global goals for development for all countries established by the United Nations through a pa,well-being,"  Well-being A state of existence that fulfils various human needs, including material living condit"
sustainable_development_goals__sdgs_,The 17 global goals for development for all countries established by the United Nations through a pa,sustainable_development__sd_,  Sustainable development (SD) Development that meets the needs of the present without compromising 
sustainable_forest_management,"The stewardship and use of  forests  and forest lands in a way, and at a rate, that maintains their ",biodiversity,  Biodiversity  Biodiversity or biological diversity means the variability among living organisms fr
sustainable_intensification__of_agriculture_,Increasing yields from the same area of land while decreasing negative environmental impacts of agri,sustainability,  Sustainability A dynamic process that guarantees the persistence of natural and human systems in a
technology_transfer,"The exchange of knowledge, hardware and associated software, money and goods among stakeholders, whi",adaptation,"  Adaptation  In  human systems,  the process of adjustment to actual or expected  climate  and its "
temperature_overshoot,"The temporary exceedance of a specified level of  global warming , such as 1.5°C. Overshoot implies ",global_warming,  Global warming  An increase in  global mean surface temperature (GMST) averaged  over a 30-year pe
temperature_overshoot,"The temporary exceedance of a specified level of  global warming , such as 1.5°C. Overshoot implies ",co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
temperature_overshoot,"The temporary exceedance of a specified level of  global warming , such as 1.5°C. Overshoot implies ",co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
tipping_point,"A level of change in system properties beyond which a system reorganises, often abruptly, and does n",climate_system,"  Climate system  The system consisting of five major components: the  atmosphere , the hydrosphere,"
tipping_point,"A level of change in system properties beyond which a system reorganises, often abruptly, and does n",human_system,"  Human system  Any system in which human organisations and  institutions  play a major role. Often,"
tipping_point,"A level of change in system properties beyond which a system reorganises, often abruptly, and does n",irreversibility,  Irreversibility  A perturbed state of a dynamical system is defined as irreversible on a given tim
transformation_pathways,See  Pathways .,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
transformational_adaptation,See  Adaptation .,adaptation,"  Adaptation  In  human systems,  the process of adjustment to actual or expected  climate  and its "
transient_climate_response_to_cumulative_co,2 emissions (TCRE)  The transient global average surface temperature change per unit cumulative  car,co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
transient_climate_response_to_cumulative_co,2 emissions (TCRE)  The transient global average surface temperature change per unit cumulative  car,co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
troposphere,"The lowest part of the  atmosphere , from the surface to about 10 km in altitude at mid-latitudes (r",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
troposphere,"The lowest part of the  atmosphere , from the surface to about 10 km in altitude at mid-latitudes (r",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
troposphere,"The lowest part of the  atmosphere , from the surface to about 10 km in altitude at mid-latitudes (r",stratosphere,  Stratosphere  The highly stratified region of the  atmosphere  above the  troposphere  extending f
uncertainty,A state of incomplete knowledge that can result from a lack of information or from disagreement abou,confidence,"  Confidence  The robustness of a finding based on the type, amount, quality and consistency of  evi"
united_nations_framework_convention_on_climate_change__unfccc_,The UNFCCC was adopted in May 1992 and opened for signature at the 1992 Earth Summit in Rio de Janei,kyoto_protocol,  Kyoto Protocol  The Kyoto Protocol to the  United Nations Framework Convention on Climate Change (
uptake,"The addition of a substance of concern to a  reservoir . See also  Carbon sequestration , and  Sink ",reservoir,  Reservoir  A component or components of the climate system where a  greenhouse gas (GHG)  or a  pr
uptake,"The addition of a substance of concern to a  reservoir . See also  Carbon sequestration , and  Sink ",carbon_sequestration,"  Carbon sequestration  The process of storing carbon in a carbon  pool . See also  Blue carbon, Car"
uptake,"The addition of a substance of concern to a  reservoir . See also  Carbon sequestration , and  Sink ",sink,"  Sink  Any process, activity or mechanism which removes a  greenhouse gas , an  aerosol  or a  prec"
vegetation_browning,A decrease in photosynthetically active plant  biomass  which is inferred from satellite observation,biomass,  Biomass  Organic material excluding the material that is fossilised or embedded in geological form
vegetation_greening,An increase in photosynthetically active plant  biomass  which is inferred from satellite observatio,biomass,  Biomass  Organic material excluding the material that is fossilised or embedded in geological form
vulnerability,The propensity or predisposition to be adversely affected. Vulnerability encompasses a variety of co,risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognising the dive"
