,pmcid,doi,title,authorString,pubYear,abstractText,isOpenAccess,license
55,PMC11074738,10.21037/qims-23-1384,Semi-supervised learning in diagnosis of infant hip dysplasia towards multisource ultrasound images.,"Li X, Zhang R, Wang Z, Wang J.",2024,"<h4>Background</h4>Automated diagnosis of infant hip dysplasia is heavily affected by the individual differences among infants and ultrasound machines.<h4>Methods</h4>Hip sonographic images of 493 infants from various ultrasound machines were collected in the Department of Orthopedics in Yangzhou Maternal and Child Health Care Service Centre. Herein, we propose a semi-supervised learning method based on a feature pyramid network (FPN) and a contrastive learning scheme based on a Siamese architecture. A large amount of unlabeled data of ultrasound images was used via the Siamese network in the pre-training step, and then a small amount of annotated data for anatomical structures was adopted to train the model for landmark identification and standard plane recognition. The method was evaluated on our collected dataset.<h4>Results</h4>The method achieved a mean Dice similarity coefficient (DSC) of 0.7873 and a mean Hausdorff distance (HD) of 5.0102 in landmark identification, compared to the model without contrastive learning, which had a mean DSC of 0.7734 and a mean HD of 6.1586. The accuracy, precision, and recall of standard plane recognition were 95.4%, 91.64%, and 94.86%, respectively. The corresponding area under the curve (AUC) was 0.982.<h4>Conclusions</h4>This study proposes a semi-supervised deep learning method following Graf's principle, which can better utilize a large volume of ultrasound images from various devices and infants. This method can identify the landmarks of infant hips more accurately than manual operators, thereby improving the efficiency of diagnosis of infant hip dysplasia.",Y,cc by-nc-nd
56,PMC11111678,10.1038/s41598-024-62331-5,Polyp segmentation based on implicit edge-guided cross-layer fusion networks.,"Liu J, Zhang W, Liu Y, Zhang Q.",2024,"Polyps are abnormal tissue clumps growing primarily on the inner linings of the gastrointestinal tract. While such clumps are generally harmless, they can potentially evolve into pathological tumors, and thus require long-term observation and monitoring. Polyp segmentation in gastrointestinal endoscopy images is an important stage for polyp monitoring and subsequent treatment. However, this segmentation task faces multiple challenges: the low contrast of the polyp boundaries, the varied polyp appearance, and the co-occurrence of multiple polyps. So, in this paper, an implicit edge-guided cross-layer fusion network (IECFNet) is proposed for polyp segmentation. The codec pair is used to generate an initial saliency map, the implicit edge-enhanced context attention module aggregates the feature graph output from the encoding and decoding to generate the rough prediction, and the multi-scale feature reasoning module is used to generate final predictions. Polyp segmentation experiments have been conducted on five popular polyp image datasets (Kvasir, CVC-ClinicDB, ETIS, CVC-ColonDB, and CVC-300), and the experimental results show that the proposed method significantly outperforms a conventional method, especially with an accuracy margin of 7.9% on the ETIS dataset.",Y,cc by
57,PMC10824738,10.1038/s41531-024-00644-y,Author Correction: Neurocognitive correlates of semantic memory navigation in Parkinson's disease.,"Toro-Hernández FD, Migeot J, Marchant N, Olivares D, Ferrante F, González-Gómez R, González Campo C, Fittipaldi S, Rojas-Costa GM, Moguilner S, Slachevsky A, Chaná Cuevas P, Ibáñez A, Chaigneau S, García AM.",2024,,Y,cc by
58,PMC11055951,10.1038/s41598-024-60375-1,An improved semantic segmentation algorithm for high-resolution remote sensing images based on DeepLabv3.,"Wang Y, Yang L, Liu X, Yan P.",2024,"High-precision and high-efficiency Semantic segmentation of high-resolution remote sensing images is a challenge. Existing models typically require a significant amount of training data to achieve good classification results and have numerous training parameters. A novel model called MST-DeepLabv3+ was suggested in this paper for remote sensing image classification. It's based on the DeepLabv3+ and can produce better results with fewer train parameters. MST-DeepLabv3+ made three improvements: (1) Reducing the number of model parameters by substituting MobileNetV2 for the Xception in the DeepLabv3+'s backbone network. (2) Adding the attention mechanism module SENet to increase the precision of semantic segmentation. (3) Increasing Transfer Learning to enhance the model's capacity to recognize features, and raise the segmentation accuracy. MST-DeepLabv3+ was tested on international society for photogrammetry and remote sensing (ISPRS) dataset, Gaofen image dataset (GID), and practically applied to the Taikang cultivated land dataset. On the ISPRS dataset, the mean intersection over union (MIoU), overall accuracy (OA), Precision, Recall, and F1-score are 82.47%, 92.13%, 90.34%, 90.12%, and 90.23%, respectively. On the GID dataset, these values are 73.44%, 85.58%, 84.10%, 84.86%, and 84.48%, respectively. The results were as high as 90.77%, 95.47%, 95.28%, 95.02%, and 95.15% on the Taikang cultivated land dataset. The experimental results indicate that MST-DeepLabv3+ effectively improves the accuracy of semantic segmentation of remote sensing images, recognizes the edge information with more completeness, and significantly reduces the parameter size.",Y,cc by
59,PMC11139852,10.1038/s41598-024-63257-8,DASUNet: a deeply supervised change detection network integrating full-scale features.,"Miao R, Meng G, Zhou K, Li Y, Chang R, Zhang G.",2024,"The change detection (CD) technology has greatly improved the ability to interpret land surface changes. Deep learning (DL) methods have been widely used in the field of CD due to its high detection accuracy and application range. DL-based CD methods usually cannot fuse the extracted feature information at full scale, leaving out effective information, and commonly use transfer learning methods, which rely on the original dataset and training weights. To address the above issues, we propose a deeply supervised (DS) change detection network (DASUNet) that fuses full-scale features, which adopts a Siamese architecture, fuses full-scale feature information, and realizes end-to-end training. In order to obtain higher feature information, the network uses atrous spatial pyramid pooling (ASPP) module in the coding stage. In addition, the DS module is used in the decoding stage to exploit feature information at each scale in the final prediction. The experimental comparison shows that the proposed network has the current state-of-the-art performance on the CDD and the WHU-CD, reaching 94.32% and 90.37% on F1, respectively.",Y,cc by
60,PMC10957737,10.3389/fpubh.2024.1337107,Factors influencing public participation behavior relating to government microblogs on COVID-19 updates.,"Shao P, Li M.",2024,"<h4>Introduction</h4>During the global COVID-19 pandemic, densely populated megacities engaged in active international exchanges have faced the most severe impacts from both the disease and the associated infodemic. This study examines the factors influencing public participation behavior on government microblogs in these megacities during the pandemic. It guides megacities in disseminating epidemic information, promoting knowledge on epidemic prevention, managing public opinion, and addressing related matters.<h4>Methods</h4>Utilizing the elaboration likelihood model's central and peripheral routes, drawing on an empirical analysis of 6,677 epidemic-related microblogs from seven Chinese megacities, this study analyses the influence mechanisms influencing public participation behavior and reveals the regulatory role of confirmed case numbers. Meanwhile,a qualitative comparative analysis examines and discusses diferent confgurations of ixn fuential factors.<h4>Results</h4>The study reveals that microblog content richness demonstrates a U-shaped impact on public participation behavior. Conversely, content interaction, content length, and the number of fans positively impact participation, while update frequency has a negative impact. Additionally, the number of new confrmed cases positively regulates the impact of microblog content and publisher characteristics on public participation behavior. Public participation behavior also varies based on publishing time and content semantic features. This study further revealed the different confgurations of influential factors by QCA method.<h4>Conclusion</h4>This study reveals the impact mechanism of the microblog content and publisher characteristics on public participation behavior. It also demonstrates the regulatory role of newly confrmed cases in the way content and publishers' characteristics influence public participation behavior. This study is of great significance for the operation of government microblogs, the release of emergency information, and the promotion of public participation.",Y,cc by
61,PMC10412121,10.1155/2023/9797060,Retracted: An Intelligent Classification System for Cancer Detection Based on DNA Methylation Using ML and Semantic Knowledge in Healthcare.,Intelligence And Neuroscience C.,2023,[This retracts the article DOI: 10.1155/2022/4334852.].,Y,cc by
62,PMC11059262,10.1038/s41598-024-60668-5,Deep learning-aided 3D proxy-bridged region-growing framework for multi-organ segmentation.,"Chen Z, Yao L, Liu Y, Han X, Gong Z, Luo J, Zhao J, Fang G.",2024,"Accurate multi-organ segmentation in 3D CT images is imperative for enhancing computer-aided diagnosis and radiotherapy planning. However, current deep learning-based methods for 3D multi-organ segmentation face challenges such as the need for labor-intensive manual pixel-level annotations and high hardware resource demands, especially regarding GPU resources. To address these issues, we propose a 3D proxy-bridged region-growing framework specifically designed for the segmentation of the liver and spleen. Specifically, a key slice is selected from each 3D volume according to the corresponding intensity histogram. Subsequently, a deep learning model is employed to pinpoint the semantic central patch on this key slice, to calculate the growing seed. To counteract the impact of noise, segmentation of the liver and spleen is conducted on superpixel images created through proxy-bridging strategy. The segmentation process is then extended to adjacent slices by applying the same methodology iteratively, culminating in the comprehensive segmentation results. Experimental results demonstrate that the proposed framework accomplishes segmentation of the liver and spleen with an average Dice Similarity Coefficient of approximately 0.93 and a Jaccard Similarity Coefficient of around 0.88. These outcomes substantiate the framework's capability to achieve performance on par with that of deep learning methods, albeit requiring less guidance information and lower GPU resources.",Y,cc by
63,PMC10973504,10.1038/s41598-024-57419-x,Scoring method of English composition integrating deep learning in higher vocational colleges.,"Feng S, Yu L, Liu F.",2024,"Along with the progress of natural language processing technology and deep learning, the subjectivity, slow feedback, and long grading time of traditional English essay grading have been addressed. Intelligent English automatic scoring has been widely concerned by scholars. Given the limitations of topic relevance feature extraction methods and traditional automatic grading methods for English compositions, a topic decision model is proposed to calculate the topic relevance score of the topic richness in English composition. Then, based on the Score of Relevance Based on Topic Richness (TRSR) calculation method, an intelligent English composition scoring method combining artificial feature extraction and deep learning is designed. From the findings, the Topic Decision (TD) model achieved the best effect only when it was iterated 80 times. The corresponding accuracy, recall and F1 value were 0.97, 0.93 and 0.95 respectively. The model training loss finally stabilized at 0.03. The Intelligent English Composition Grading Method Integrating Deep Learning (DLIECG) method has the best overall performance and the best performance on dataset P. To sum up, the intelligent English composition scoring method has better effectiveness and reliability.",Y,cc by
64,PMC11150514,10.1038/s41598-024-63582-y,EMCMDA: predicting miRNA-disease associations via efficient matrix completion.,"Qin C, Zhang J, Ma L.",2024,"Abundant researches have consistently illustrated the crucial role of microRNAs (miRNAs) in a wide array of essential biological processes. Furthermore, miRNAs have been validated as promising therapeutic targets for addressing complex diseases. Given the costly and time-consuming nature of traditional biological experimental validation methods, it is imperative to develop computational methods. In the work, we developed a novel approach named efficient matrix completion (EMCMDA) for predicting miRNA-disease associations. First, we calculated the similarities across multiple sources for miRNA/disease pairs and combined this information to create a holistic miRNA/disease similarity measure. Second, we utilized this biological information to create a heterogeneous network and established a target matrix derived from this network. Lastly, we framed the miRNA-disease association prediction issue as a low-rank matrix-complete issue that was addressed via minimizing matrix truncated schatten p-norm. Notably, we improved the conventional singular value contraction algorithm through using a weighted singular value contraction technique. This technique dynamically adjusts the degree of contraction based on the significance of each singular value, ensuring that the physical meaning of these singular values is fully considered. We evaluated the performance of EMCMDA by applying two distinct cross-validation experiments on two diverse databases, and the outcomes were statistically significant. In addition, we executed comprehensive case studies on two prevalent human diseases, namely lung cancer and breast cancer. Following prediction and multiple validations, it was evident that EMCMDA proficiently forecasts previously undisclosed disease-related miRNAs. These results underscore the robustness and efficacy of EMCMDA in miRNA-disease association prediction.",Y,cc by
65,PMC10924897,10.1038/s41598-024-56518-z,Sentiment analysis of video danmakus based on MIBE-RoBERTa-FF-BiLSTM.,"Zhao J, Liu H, Wang Y, Zhang W, Zhang X, Li B, Sun T, Qi Y, Zhang S.",2024,"Danmakus are user-generated comments that overlay on videos, enabling real-time interactions between viewers and video content. The emotional orientation of danmakus can reflect the attitudes and opinions of viewers on video segments, which can help video platforms optimize video content recommendation and evaluate users' abnormal emotion levels. Aiming at the problems of low transferability of traditional sentiment analysis methods in the danmaku domain, low accuracy of danmaku text segmentation, poor consistency of sentiment annotation, and insufficient semantic feature extraction, this paper proposes a video danmaku sentiment analysis method based on MIBE-RoBERTa-FF-BiLSTM. This paper constructs a ""Bilibili Must-Watch List and Top Video Danmaku Sentiment Dataset"" by ourselves, covering 10,000 positive and negative sentiment danmaku texts of 18 themes. A new word recognition algorithm based on mutual information (MI) and branch entropy (BE) is used to discover 2610 irregular network popular new words from trigrams to heptagrams in the dataset, forming a domain lexicon. The Maslow's hierarchy of needs theory is applied to guide the consistent sentiment annotation. The domain lexicon is integrated into the feature fusion layer of the RoBERTa-FF-BiLSTM model to fully learn the semantic features of word information, character information, and context information of danmaku texts and perform sentiment classification. Comparative experiments on the dataset show that the model proposed in this paper has the best comprehensive performance among the mainstream models for video danmaku text sentiment classification, with an F1 value of 94.06%, and its accuracy and robustness are also better than other models. The limitations of this paper are that the construction of the domain lexicon still requires manual participation and review, the semantic information of danmaku video content and the positive case preference are ignored.",Y,cc by
66,PMC10848146,10.1145/3543873.3587601,Application of an ontology for model cards to generate computable artifacts for linking machine learning information from biomedical research.,"Amith MT, Cui L, Roberts K, Tao C.",2023,"Model card reports provide a transparent description of machine learning models which includes information about their evaluation, limitations, intended use, etc. Federal health agencies have expressed an interest in model cards report for research studies using machine-learning based AI. Previously, we have developed an ontology model for model card reports to structure and formalize these reports. In this paper, we demonstrate a Java-based library (OWL API, FaCT++) that leverages our ontology to publish computable model card reports. We discuss future directions and other use cases that highlight applicability and feasibility of ontology-driven systems to support FAIR challenges.",N,
67,PMC10943221,10.1038/s41598-024-56976-5,Application of the transformer model algorithm in chinese word sense disambiguation: a case study in chinese language.,"Li L, Li J, Wang H, Nie J.",2024,"This study aims to explore the research methodology of applying the Transformer model algorithm to Chinese word sense disambiguation, seeking to resolve word sense ambiguity in the Chinese language. The study introduces deep learning and designs a Chinese word sense disambiguation model based on the fusion of the Transformer with the Bi-directional Long Short-Term Memory (BiLSTM) algorithm. By utilizing the self-attention mechanism of Transformer and the sequence modeling capability of BiLSTM, this model efficiently captures semantic information and context relationships in Chinese sentences, leading to accurate word sense disambiguation. The model's evaluation is conducted using the PKU Paraphrase Bank, a Chinese text paraphrase dataset. The results demonstrate that the model achieves a precision rate of 83.71% in Chinese word sense disambiguation, significantly outperforming the Long Short-Term Memory algorithm. Additionally, the root mean squared error of this algorithm is less than 17, with a loss function value remaining around 0.14. Thus, this study validates that the constructed Transformer-fused BiLSTM-based Chinese word sense disambiguation model algorithm exhibits both high accuracy and robustness in identifying word senses in the Chinese language. The findings of this study provide valuable insights for advancing the intelligent development of word senses in Chinese language applications.",Y,cc by
68,PMC11106303,10.1038/s41598-024-62342-2,Time division multiplexing based multi-spectral semantic camera for LiDAR applications.,"Kim S, Jeong TI, Kim S, Choi E, Yang E, Song M, Eom TJ, Kim CS, Gliserin A, Kim S.",2024,"The recent progress in the development of measurement systems for autonomous recognition had a substantial impact on emerging technology in numerous fields, especially robotics and automotive applications. In particular, time-of-flight (TOF) based light detection and ranging (LiDAR) systems enable to map the surrounding environmental information over long distances and with high accuracy. The combination of advanced LiDAR with an artificial intelligence platform allows enhanced object recognition and classification, which however still suffers from limitations of inaccuracy and misidentification. Recently, multi-spectral LiDAR systems have been employed to increase the object recognition performance by additionally providing material information in the short-wave infrared (SWIR) range where the reflection spectrum characteristics are typically very sensitive to material properties. However, previous multi-spectral LiDAR systems utilized band-pass filters or complex dispersive optical systems and even required multiple photodetectors, adding complexity and cost. In this work, we propose a time-division-multiplexing (TDM) based multi-spectral LiDAR system for semantic object inference by the simultaneous acquisition of spatial and spectral information. By utilizing the TDM method, we enable the simultaneous acquisition of spatial and spectral information as well as a TOF based distance map with minimized optical loss using only a single photodetector. Our LiDAR system utilizes nanosecond pulses of five different wavelengths in the SWIR range to acquire sufficient material information in addition to 3D spatial information. To demonstrate the recognition performance, we map the multi-spectral image from a human hand, a mannequin hand, a fabric gloved hand, a nitrile gloved hand, and a printed human hand onto an RGB-color encoded image, which clearly visualizes spectral differences as RGB color depending on the material while having a similar shape. Additionally, the classification performance of the multi-spectral image is demonstrated with a convolution neural network (CNN) model using the full multi-spectral data set. Our work presents a compact novel spectroscopic LiDAR system, which provides increased recognition performance and thus a great potential to improve safety and reliability in autonomous driving.",Y,cc by
69,PMC10710517,10.1038/s41598-023-48922-8,Central emotions and hubs in a colexification network.,"Fukuya M, Matsumoto T, Shimada Y, Ikeguchi T.",2023,"By focusing on colexification, we detected central emotions sharing semantic commonalities with many other emotions in terms of a semantic relationship of both similarity and associativity. In analysis, we created colexification networks from multiple languages by assigning a concept to a vertex and colexification to an edge. We identify concepts of emotions with a large weight in the colexification network and specify central emotions by finding hub emotions. Our resultant central emotions are four: ""GOOD,"" ""WANT,"" ""BAD,"" and ""LOVE.""",Y,cc by
70,PMC10761856,10.1038/s41598-023-50687-z,Semantic and episodic processes differently predict false memories in the DRM task.,"Gatti D, Rinaldi L, Mazzoni G, Vecchi T.",2024,"There is a fervent debate about the processes underpinning false memories formation. Seminal theories have suggested that semantic memory would be involved in false memories production, while episodic memory would counter their formation. Yet, direct evidence corroborating such view is still lacking. Here, we tested this possibility by asking participants to perform the Deese-Roediger-McDermott (DRM) task, a typical false memory paradigm, in which they had to study lists of words and subsequently to recognize and distinguish them from new words (i.e., the false memory items). The same participants were also required to perform a semantic task and an episodic-source memory task. Our results showed that a higher number of false memories in the DRM task occurred for those participants with better semantic memory abilities, while a lower number of false memories occurred for participants with better episodic abilities. These findings support a key role of semantic processes in false memory formation and, more generally, help clarify the specific contribution of different memory systems to false recognitions.",Y,cc by
71,PMC10958035,10.1038/s41598-024-55612-6,BSI-MVS: multi-view stereo network with bidirectional semantic information.,"Jia R, Yu J, Hu Z, Yuan F.",2024,"The basic principle of multi-view stereo (MVS) is to perform 3D reconstruction by extracting depth information from multiple views. Most current SOTA MVS networks are based on Vision Transformer, which usually means expensive computational complexity. To reduce computational complexity and improve depth map accuracy, we propose a MVS network with Bidirectional Semantic Information (BSI-MVS). Firstly, we design a Multi-Level Spatial Pyramid module to generate multiple layers of feature map for extracting multi-scale information. Then we propose a 2D Bidirectional-LSTM module to capture bidirectional semantic information at different time steps in the horizontal and vertical directions, which contains abundant depth information. Finally, cost volumes are built based on various levels of feature maps to optimize the final depth map. We experiment on the DTU and BlendedMVS datasets. The result shows that our network, in terms of overall metrics, surpasses TransMVSNet, CasMVSNet, CVP-MVSNet, and AACVP-MVSNet respectively by 17.84%, 36.42%, 14.96%, and 4.86%, which also shows a noticeable performance enhancement in objective metrics and visualizations.",Y,cc by
72,PMC11126598,10.1038/s41598-024-61643-w,Segmentation of void defects in X-ray images of chip solder joints based on PCB-DeepLabV3 algorithm.,"Kong D, Hu X, Gong Z, Zhang D.",2024,"Defects within chip solder joints are usually inspected visually for defects using X-ray imaging to obtain images. The phenomenon of voids inside solder joints is one of the most likely types of defects in the soldering process, and accurate detection of voids becomes difficult due to their irregular shapes, varying sizes, and defocused edges. To address this problem, an X-ray void image segmentation algorithm based on improved PCB-DeepLabV3 is proposed. Firstly, to meet the demand for lightweight and easy deployment in industrial scenarios, mobilenetv2 is used as the feature extraction backbone network of the PCB-DeepLabV3 model; then, Attentional multi-scale two-space pyramid pooling network (AMTPNet) is designed to optimize the shallow feature edges and to improve the ability to capture detailed information; finally, image cropping and cleaning methods are designed to enhance the training dataset, and the improved PCB-DeepLabV3 is applied to the training dataset. The improved PCB-DeepLabV3 model is used to segment the void regions within the solder joints and compared with the classical semantic segmentation models such as Unet, SegNet, PSPNet, and DeeplabV3. The proposed new method enables the solder joint void inspection to get rid of the traditional way of visual inspection, realize intelligent upgrading, and effectively improve the problem of difficult segmentation of the target virtual edges, to obtain the inspection results with higher accuracy.",Y,cc by
73,PMC10866900,10.1038/s41539-024-00221-1,Harmonic memory signals in the human cerebral cortex induced by semantic relatedness of words.,Noguchi Y.,2024,"When we memorize multiple words simultaneously, semantic relatedness among those words assists memory. For example, the information about ""apple"", ""banana,"" and ""orange"" will be connected via a common concept of ""fruits"" and become easy to retain and recall. Neural mechanisms underlying this semantic integration in verbal working memory remain unclear. Here I used electroencephalography (EEG) and investigated neural signals when healthy human participants memorized five nouns semantically related (Sem trial) or not (NonSem trial). The regularity of oscillatory signals (8-30 Hz) during the retention period was found to be lower in NonSem than Sem trials, indicating that memorizing words unrelated to each other induced a non-harmonic (irregular) waveform in the temporal cortex. These results suggest that (i) semantic features of a word are retained as a set of neural oscillations at specific frequencies and (ii) memorizing words sharing a common semantic feature produces harmonic brain responses through a resonance or integration (sharing) of the oscillatory signals.",Y,cc by
74,PMC10322614,10.1155/2023/9760976,Retracted: Analysis of Machine Translation and Post-Translation Editing Ability Using Semantic Information Entropy Technology.,Environmental And Public Health JO.,2023,[This retracts the article DOI: 10.1155/2022/5932044.].,Y,cc by
75,PMC10447445,10.1038/s41597-023-02480-w,Author Correction: An fMRI Dataset for Concept Representation with Semantic Feature Annotations.,"Wang S, Zhang Y, Zhang X, Sun J, Lin N, Zhang J, Zong C.",2023,,Y,cc by
76,PMC11154504,10.3390/s24020510,Beyond Conventional Monitoring: A Semantic Segmentation Approach to Quantifying Traffic-Induced Dust on Unsealed Roads.,"de Silva A, Ranasinghe R, Sounthararajah A, Haghighi H, Kodikara J.",2024,"Road dust is a mixture of fine and coarse particles released into the air due to an external force, such as tire-ground friction or wind, which is harmful to human health when inhaled. Continuous dust emission from the road surfaces is detrimental to the road itself and the road users. Due to this, multiple dust monitoring and control techniques are currently adopted in the world. The current dust monitoring methods require expensive equipment and expertise. This study introduces a novel pragmatic and robust approach to quantifying traffic-induced road dust using a deep learning method called semantic segmentation. Based on the authors' previous works, the best-performing semantic segmentation machine learning models were selected and used to identify dust in an image pixel-wise. The total number of dust pixels was then correlated with real-world dust measurements obtained from a research-grade dust monitor. Our method shows that semantic segmentation can be adopted to quantify traffic-induced dust reasonably. Over 90% of the predictions from both correlations fall in true positive quadrant, indicating that when dust concentrations are below the threshold, the segmentation can accurately predict them. The results were validated and extended for real-time application. Our code implementation is publicly available.",Y,cc by
77,PMC10444781,10.1038/s41597-023-02479-3,Author Correction: A large dataset of semantic ratings and its computational extension.,"Wang S, Zhang Y, Shi W, Zhang G, Zhang J, Lin N, Zong C.",2023,,Y,cc by
78,PMC11116941,10.1111/hex.14082,'No matter what time of day': The value of joining Facebook groups supporting women's self-management of gestational diabetes mellitus.,"Pham S, Churruca K, Ellis LA, Braithwaite J.",2024,"<h4>Background</h4>Gestational diabetes mellitus (GDM) affects a significant and growing proportion of pregnant women each year. The condition entails additional monitoring, self-management and healthcare use during pregnancy, and some women also join GDM support groups on Facebook. Little is known about the practices inside these groups, but examining them may elucidate support needs, women's experience of healthcare and improve overall outcomes. The aims of this study were to explore motivations for joining GDM Facebook groups and the perceived value and benefits of such spaces.<h4>Design</h4>A cross-sectional design using a web-based survey collected data from two peer-led GDM Facebook groups; relevant quantitative and qualitative data were extracted from open and closed questions, and analysed using descriptive statistics and content analysis.<h4>Results</h4>A total of 340 women responded to the survey, with 306 (90%) tendering their motivations to join a GDM Facebook group. Their answers were classified into six categories: peer support; information and practical advice; lived experiences; community; a safe place to ask questions and being recommended. The most commonly reported benefits of membership were 'reading about food ideas' and 'finding helpful information and tips'. Respondents reported finding their group strongly sympathetic, sincere, compassionate, heart-felt, tolerant, sensitive, warm and supportive.<h4>Discussion and conclusions</h4>GDM Facebook groups are valuable for informational and emotional support, and the sharing and perusal of lived experiences; another key benefit for women is feeling belonging to a community. GDM Facebook groups provide women with access to more tailored and readily available support, filling gaps not addressed by healthcare providers.<h4>Patient contribution</h4>This study was led by a person with lived experience of GDM, and the survey was pilot tested with women who had also experienced GDM, which contributed to its development.",Y,cc by
79,PMC10806051,10.1038/s41598-024-52562-x,Verbal fluency patterns associated with the amnestic conversion from mild cognitive impairment to dementia.,"Cintoli S, Favilli L, Morganti R, Siciliano G, Ceravolo R, Tognoni G.",2024,"Patients with amnestic mild cognitive impairment (aMCI) are at a higher risk of converting to Alzheimer's disease. The aim of this study was to examine the potential use of Verbal Fluency (VF) measures as markers for predicting the conversion to dementia. At baseline, 61 aMCI, aged 65 to 80 years, underwent a comprehensive neuropsychological assessment, including phonemic (PVF) and semantic verbal fluency (SVF) tasks. After 18 months, 14 individuals with aMCI had progressed to a diagnosis of dementia. The findings revealed that aMCI-converter group had lower Mini Mental State Examination and Rey Auditory Verbal Learning Task scores than aMCI-no converter and produced fewer clusters in both VF tasks and a lower number of switches in PVF at baseline (p < 0.05). According to receiver operating characteristic curve analysis, the number of clusters in PVF had the highest predictive value (AUC = 0.80) with a threshold of 5.510 for identifying aMCI-converter at baseline. Additionally, participants with higher levels of education exhibited more clusters and switches in VF tasks (p < 0.05). These results suggest that qualitative measures of VF could serve as neuropsychological markers for predicting cognitive decline in individuals with aMCI. Furthermore, the study highlights the potential influence of the education level on cognitive performance in neuropsychological tasks.",Y,cc by
80,PMC10879509,10.1038/s41598-024-54823-1,Dynamics of task preparation processes revealed by effect course analysis on response times and error rates.,"Berger A, Kunde W, Kiefer M.",2024,"Cuing or executing a task impacts processing pathways for task-relevant information. While there is ample evidence that processing associated with task execution changes with practice, such evidence regarding cue-induced task preparation is scarce. Here we explored practice-related changes of processing pathways by task cuing in order to assess the plasticity of task preparation. We first developed and validated a new method for the study of practice-related changes, the effect course analysis. The effect course analysis is a model-free, non-parametric method designed to reveal effect changes within an experimental session on a continuous time scale. Then we applied this method to a new study in which cued task sets were supposed to remain activated during assessment of task-relevant pathways, as potential task execution was postponed at the end of the trial. The results showed that, with little practice, task cuing amplified task-relevant pathways, whereas this effect vanished with practice, suggesting that practice prompts fundamental changes of how task cues are used for task preparation. Hence, if one cannot be certain that cognitive processing is stationary, investigating the time course of experimental effects appears to be crucial to determine how cognitive processing is influenced by practice.",Y,cc by
81,PMC10322599,10.1155/2023/9892864,Retracted: Semantic Construal Mechanism of the Linguistic Environment Parameter Theory in Business English Translation.,Environmental And Public Health JO.,2023,[This retracts the article DOI: 10.1155/2022/8953181.].,Y,cc by
82,PMC10728182,10.1038/s41598-023-49858-9,Evidence for optimal semantic search throughout adulthood.,"Zemla JC, Gooding DC, Austerweil JL.",2023,"As people age, they learn and store new knowledge in their semantic memory. Despite learning a tremendous amount of information, people can still recall information relevant to the current situation with ease. To accomplish this, the mind must efficiently organize and search a vast store of information. It also must continue to retrieve information effectively despite changes in cognitive mechanisms due to healthy aging, including a general slowing in information processing and a decline in executive functioning. How effectively does the mind of an individual adjust its search to account for changes due to aging? We tested 746 people ages 25 through 69 on a semantic fluency task (free listing animals) and found that, on average, retrieval follows an optimal path through semantic memory. Participants tended to list a sequence of semantically related animals (e.g., lion, tiger, puma) before switching to a semantically unrelated animal (e.g., whale). We found that the timing of these transitions to semantically unrelated animals was remarkably consistent with an optimal strategy for maximizing the overall rate of retrieval (i.e., the number of animals listed per unit time). Age did not affect an individual's deviation from the optimal strategy given their general performance, suggesting that people adapt and continue to search memory optimally throughout their lives. We argue that this result is more likely due to compensating for a general slowing than a decline in executive functioning.",Y,cc by
83,PMC10957906,10.1038/s41598-024-57426-y,Language prediction in monolingual and bilingual speakers: an EEG study.,"Momenian M, Vaghefi M, Sadeghi H, Momtazi S, Meyer L.",2024,"Prediction of upcoming words is thought to be crucial for language comprehension. Here, we are asking whether bilingualism entails changes to the electrophysiological substrates of prediction. Prior findings leave it open whether monolingual and bilingual speakers predict upcoming words to the same extent and in the same manner. We address this issue with a naturalistic approach, employing an information-theoretic metric, surprisal, to predict and contrast the N400 brain potential in monolingual and bilingual speakers. We recruited 18 Iranian Azeri-Persian bilingual speakers and 22 Persian monolingual speakers. Subjects listened to a story in Persian while their electroencephalogram (EEG) was recorded. Bayesian item-level analysis was used. While in monolingual speakers N400 was sensitive to information-theoretic properties of both the current and previous words, in bilingual speakers N400 reflected the properties of the previous word only. Our findings show evidence for a processing delay in bilingual speakers which is consistent with prior research.",Y,cc by
