anchor,a_text,target,t_text
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",runoff,"  Runoff The flow of water over the surface or through the subsurface, which typically originates fr"
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
hydrological_cycle,"The cycle in which water evaporates from the  ocean  and the  land  surface, is carried over the Ear",hydrological_cycle,"  Hydrological cycle The cycle in which water evaporates from the  ocean  and the  land  surface, is"
hyperthermal_events,Geologically abrupt  global warming  events of the past associated with disturbances of the carbon c,global_warming,  Global warming Global warming  refers to the increase in global surface temperature relative to a 
hyperthermal_events,Geologically abrupt  global warming  events of the past associated with disturbances of the carbon c,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
hypoxic,Conditions of low dissolved oxygen in shallow-water  ocean  and freshwater environments. There is no,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
hypoxic,Conditions of low dissolved oxygen in shallow-water  ocean  and freshwater environments. There is no,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
hypoxic,Conditions of low dissolved oxygen in shallow-water  ocean  and freshwater environments. There is no,eutrophication,  Eutrophication Over-enrichment of water by nutrients such as nitrogen and phosphorus. It is one of
ice_sheet,"An ice body originating on  land  that covers an area of continental size, generally defined as cove",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
ice_sheet,"An ice body originating on  land  that covers an area of continental size, generally defined as cove",ice_sheet,"  Ice sheet An ice body originating on  land  that covers an area of continental size, generally def"
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",health,"  Health Health  is a state of complete physical, mental and social  well-being  and not merely the "
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",well-being,"  Well-being A state of existence that fulfils various human needs, including material living condit"
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",ecosystem_services,  Ecosystem services Ecological processes or functions having monetary or non-monetary value to indi
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",infrastructure,  Infrastructure The designed and built set of physical systems and corresponding institutional arra
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",loss_and_damage__and_losses_and_damages,"  Loss and Damage, and losses and damages Research has taken Loss and Damage (capitalised letters) t"
impacts,"The consequences of realised  risks  on  natural  and  human systems , where  risks  result from the",risk,"  Risk The potential for adverse consequences for human or ecological systems, recognising the diver"
income,"The maximum amount that a household, or other unit, can consume without reducing its real net worth.",income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
income,"The maximum amount that a household, or other unit, can consume without reducing its real net worth.",income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
income,"The maximum amount that a household, or other unit, can consume without reducing its real net worth.",income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
indigenous_peoples,"Indigenous Peoples and Nations are those that, having a historical continuity with pre-invasion and ",institutions,"  Institutions Rules, norms and conventions that guide, constrain or enable human behaviours and pra"
indirect_land-use_change__iluc_,See  Land-use change .,land-use_change,"  Land-use change The change from one  land-use  category to another. Note that, in some scientific "
inequality,See  Equality .,equality,"  Equality A principle that ascribes equal worth to all human beings, including equal opportunities,"
informal_settlement,"A term given to  settlements  or residential areas that, by at least one criterion, fall outside off",settlements,  Settlements Places of concentrated human habitation.  Settlements  can range from isolated rural v
informal_settlement,"A term given to  settlements  or residential areas that, by at least one criterion, fall outside off",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
informal_settlement,"A term given to  settlements  or residential areas that, by at least one criterion, fall outside off",settlements,  Settlements Places of concentrated human habitation.  Settlements  can range from isolated rural v
informal_settlement,"A term given to  settlements  or residential areas that, by at least one criterion, fall outside off",drainage,"  Drainage Artificial lowering of the soil water table (IPCC, 2013)."
infrastructure,The designed and built set of physical systems and corresponding institutional arrangements that med,health,"  Health Health  is a state of complete physical, mental and social  well-being  and not merely the "
infrastructure,The designed and built set of physical systems and corresponding institutional arrangements that med,infrastructure,  Infrastructure The designed and built set of physical systems and corresponding institutional arra
blue_infrastructure,"Blue infrastructure  includes bodies of water, watercourses, ponds, lakes and storm  drainage , that",blue_infrastructure,  Blue infrastructure See  Infrastructure .
blue_infrastructure,"Blue infrastructure  includes bodies of water, watercourses, ponds, lakes and storm  drainage , that",blue_infrastructure,"  Blue infrastructure Blue infrastructure  includes bodies of water, watercourses, ponds, lakes and "
blue_infrastructure,"Blue infrastructure  includes bodies of water, watercourses, ponds, lakes and storm  drainage , that",drainage,"  Drainage Artificial lowering of the soil water table (IPCC, 2013)."
blue_infrastructure,"Blue infrastructure  includes bodies of water, watercourses, ponds, lakes and storm  drainage , that",evaporation,"  Evaporation The physical process by which a liquid (e.g., water) becomes a gas (e.g., water vapour"
blue_infrastructure,"Blue infrastructure  includes bodies of water, watercourses, ponds, lakes and storm  drainage , that",drainage,"  Drainage Artificial lowering of the soil water table (IPCC, 2013)."
blue_infrastructure,"Blue infrastructure  includes bodies of water, watercourses, ponds, lakes and storm  drainage , that",runoff,"  Runoff The flow of water over the surface or through the subsurface, which typically originates fr"
social_infrastructure,"The social, cultural and financial activities and  institutions  as well as associated property, bui",institutions,"  Institutions Rules, norms and conventions that guide, constrain or enable human behaviours and pra"
social_infrastructure,"The social, cultural and financial activities and  institutions  as well as associated property, bui",social_protection,"  Social protection In the context of development aid and  climate policy ,  social protection  usua"
social_infrastructure,"The social, cultural and financial activities and  institutions  as well as associated property, bui",health,"  Health Health  is a state of complete physical, mental and social  well-being  and not merely the "
social_infrastructure,"The social, cultural and financial activities and  institutions  as well as associated property, bui",well-being,"  Well-being A state of existence that fulfils various human needs, including material living condit"
institutions,"Rules, norms and conventions that guide, constrain or enable human behaviours and practices.  Instit",institutions,"  Institutions Rules, norms and conventions that guide, constrain or enable human behaviours and pra"
institutions,"Rules, norms and conventions that guide, constrain or enable human behaviours and practices.  Instit",institutions,"  Institutions Rules, norms and conventions that guide, constrain or enable human behaviours and pra"
institutions,"Rules, norms and conventions that guide, constrain or enable human behaviours and practices.  Instit",climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
institutions,"Rules, norms and conventions that guide, constrain or enable human behaviours and practices.  Instit",climate_governance,  Climate governance See  Governance .
institutions,"Rules, norms and conventions that guide, constrain or enable human behaviours and practices.  Instit",climate_governance,"  Climate governance The structures, processes and actions through which private and public actors s"
institutions,"Rules, norms and conventions that guide, constrain or enable human behaviours and practices.  Instit",institutions,"  Institutions Rules, norms and conventions that guide, constrain or enable human behaviours and pra"
insurance_reinsurance,A family of financial instruments for sharing and transferring  risk  among a pool of at- risk  hous,risk,"  Risk The potential for adverse consequences for human or ecological systems, recognising the diver"
insurance_reinsurance,A family of financial instruments for sharing and transferring  risk  among a pool of at- risk  hous,risk,"  Risk The potential for adverse consequences for human or ecological systems, recognising the diver"
integrated_assessment,"A method of analysis that combines results and  models  from the physical, biological, economic and ",models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
integrated_assessment_model__iam_,Models  that integrate knowledge from two or more domains into a single framework. They are one of t,models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
integrated_assessment_model__iam_,Models  that integrate knowledge from two or more domains into a single framework. They are one of t,land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
integrated_assessment_model__iam_,Models  that integrate knowledge from two or more domains into a single framework. They are one of t,climate_system,"  Climate system The global system consisting of five major components: the  atmosphere , the hydros"
integrated_assessment_model__iam_,Models  that integrate knowledge from two or more domains into a single framework. They are one of t,climate_system,"  Climate system The global system consisting of five major components: the  atmosphere , the hydros"
integrated_assessment_model__iam_,Models  that integrate knowledge from two or more domains into a single framework. They are one of t,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
invasive_species,"A species that is not native to a specific location or nearby, lacking natural controls, and that ha",native_species,  Native species Indigenous species of animals or plants that naturally occur in a given region or  
invasive_species,"A species that is not native to a specific location or nearby, lacking natural controls, and that ha",invasive_species,"  Invasive species A species that is not native to a specific location or nearby, lacking natural co"
invasive_species,"A species that is not native to a specific location or nearby, lacking natural controls, and that ha",health,"  Health Health  is a state of complete physical, mental and social  well-being  and not merely the "
justice,"Justice  is concerned with, setting out the moral or legal principles of  fairness  and  equity  in ",justice,"  Justice Justice  is concerned with, setting out the moral or legal principles of  fairness  and  e"
justice,"Justice  is concerned with, setting out the moral or legal principles of  fairness  and  equity  in ",fairness,  Fairness Impartial and just treatment without favouritism or discrimination in which each person i
justice,"Justice  is concerned with, setting out the moral or legal principles of  fairness  and  equity  in ",equity,"  Equity The principle of being fair and impartial, and a basis for understanding how the  impacts  "
justice,"Justice  is concerned with, setting out the moral or legal principles of  fairness  and  equity  in ",ethics,  Ethics Ethics  involves questions of  justice  and value. Justice is concerned with right and wron
climate_justice,Justice  that links development and  human rights  to achieve a human-centred approach to addressing,justice,"  Justice Justice  is concerned with, setting out the moral or legal principles of  fairness  and  e"
climate_justice,Justice  that links development and  human rights  to achieve a human-centred approach to addressing,human_rights,"  Human rights Rights that are inherent to all human beings, universal, inalienable and indivisible,"
climate_justice,Justice  that links development and  human rights  to achieve a human-centred approach to addressing,climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
climate_justice,Justice  that links development and  human rights  to achieve a human-centred approach to addressing,climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
climate_justice,Justice  that links development and  human rights  to achieve a human-centred approach to addressing,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
procedural_justice,"Justice  in the way outcomes are brought about, including who participates and is heard in the proce",justice,"  Justice Justice  is concerned with, setting out the moral or legal principles of  fairness  and  e"
social_justice,"Just or fair relations within society that seek to address the dis-tribution of wealth, access to re",justice,"  Justice Justice  is concerned with, setting out the moral or legal principles of  fairness  and  e"
social_justice,"Just or fair relations within society that seek to address the dis-tribution of wealth, access to re",fairness,  Fairness Impartial and just treatment without favouritism or discrimination in which each person i
land,"The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-surface ",settlements,  Settlements Places of concentrated human habitation.  Settlements  can range from isolated rural v
land,"The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-surface ",infrastructure,  Infrastructure The designed and built set of physical systems and corresponding institutional arra
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads, or lakes",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads, or lakes",land_cover,"  Land cover The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and ro"
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads, or lakes",land_cover,"  Land cover The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and ro"
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads, or lakes",land_use,"  Land use The total of arrangements, activities and inputs applied to a parcel of  land . The term "
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and roads, or lakes",land_cover,"  Land cover The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and ro"
land_degradation,"A negative trend in  land  condition, caused by direct or indirect human-induced processes including",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
land_degradation,"A negative trend in  land  condition, caused by direct or indirect human-induced processes including",forest,  Forest A vegetation type dominated by trees. Many definitions of the term  forest  are in use thro
land_degradation,"A negative trend in  land  condition, caused by direct or indirect human-induced processes including",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
land_degradation,"A negative trend in  land  condition, caused by direct or indirect human-induced processes including",land_degradation,"  Land degradation A negative trend in  land  condition, caused by direct or indirect human-induced "
land_use,"The total of arrangements, activities and inputs applied to a parcel of  land . The term  land use  ",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
land_use,"The total of arrangements, activities and inputs applied to a parcel of  land . The term  land use  ",land_use,"  Land use The total of arrangements, activities and inputs applied to a parcel of  land . The term "
land_use,"The total of arrangements, activities and inputs applied to a parcel of  land . The term  land use  ",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
land_use,"The total of arrangements, activities and inputs applied to a parcel of  land . The term  land use  ",land_use,"  Land use The total of arrangements, activities and inputs applied to a parcel of  land . The term "
land_use,"The total of arrangements, activities and inputs applied to a parcel of  land . The term  land use  ",settlements,  Settlements Places of concentrated human habitation.  Settlements  can range from isolated rural v
land-use_change,"The change from one  land-use  category to another. Note that, in some scientific literature,  land-",land-use_change,"  Land-use change The change from one  land-use  category to another. Note that, in some scientific "
land-use_change,"The change from one  land-use  category to another. Note that, in some scientific literature,  land-",land_management,"  Land management The sum of  land-use  practices (e.g., sowing, fertilising, weeding, harvesting, t"
land-use_change,"The change from one  land-use  category to another. Note that, in some scientific literature,  land-",afforestation,  Afforestation Conversion to  forest  of  land  that historically has not contained  forests . See 
land-use_change,"The change from one  land-use  category to another. Note that, in some scientific literature,  land-",deforestation,  Deforestation Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation 
land-use_change,"The change from one  land-use  category to another. Note that, in some scientific literature,  land-",reforestation,  Reforestation Conversion to  forest  of land that has previously contained  forests  but that has 
indirect_land-use_change__iluc_,Land-use change  outside the area of focus that occurs as a consequence of change in use or manageme,land-use_change,"  Land-use change The change from one  land-use  category to another. Note that, in some scientific "
indirect_land-use_change__iluc_,Land-use change  outside the area of focus that occurs as a consequence of change in use or manageme,land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
indirect_land-use_change__iluc_,Land-use change  outside the area of focus that occurs as a consequence of change in use or manageme,land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
indirect_land-use_change__iluc_,Land-use change  outside the area of focus that occurs as a consequence of change in use or manageme,biofuel,"  Biofuel A fuel, generally in liquid form, produced from  biomass .  Biofuels  include bioethanol f"
least_developed_countries__ldcs_,A list of countries designated by the Economic and Social Council of the United Nations (ECOSOC) as ,income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
least_developed_countries__ldcs_,A list of countries designated by the Economic and Social Council of the United Nations (ECOSOC) as ,health,"  Health Health  is a state of complete physical, mental and social  well-being  and not merely the "
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically.  Likeli",likelihood,"  Likelihood The chance of a specific outcome occurring, where this might be estimated probabilistic"
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically.  Likeli",agreement,"  Agreement In this report, the degree of  agreement  within the scientific body of knowledge on a p"
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically.  Likeli",confidence,"  Confidence The robustness of a finding based on the type, amount, quality and consistency of  evid"
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically.  Likeli",evidence,  Evidence Data and information used in the scientific process to establish findings. In this report
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically.  Likeli",uncertainty,  Uncertainty A state of incomplete knowledge that can result from a lack of information 
local_extinction,See  Extirpation .,extirpation,"  Extirpation The disappearance of a species from an area, sometimes also referred to as local  exti"
local_knowledge__lk_,"The understandings and skills developed by individuals and populations, specific to the places where",climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
local_knowledge__lk_,"The understandings and skills developed by individuals and populations, specific to the places where",governance,"  Governance The structures, processes and actions through which private and public actors interact "
lock-in,"A situation in which the future development of a system, including  infrastructure , technologies, i",infrastructure,  Infrastructure The designed and built set of physical systems and corresponding institutional arra
lock-in,"A situation in which the future development of a system, including  infrastructure , technologies, i",path_dependence,"  Path dependence The generic situation where decisions, events or outcomes at one point in time con"
loss_and_damage__and_losses_and_damages,Research has taken Loss and Damage (capitalised letters) to refer to political debate under the Unit,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
low-likelihood__high-impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,deep_uncertainty,  Deep uncertainty See  Uncertainty .
low-likelihood__high-impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,deep_uncertainty,  Deep uncertainty A situation of  deep uncertainty  exists when experts or stakeholders do not know
low-likelihood__high-impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
low-likelihood__high-impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,risk,"  Risk The potential for adverse consequences for human or ecological systems, recognising the diver"
low-likelihood__high-impact_outcomes,Outcomes/events whose probability of occurrence is low or not well known (as in the context of  deep,likelihood,"  Likelihood The chance of a specific outcome occurring, where this might be estimated probabilistic"
aiinot_necessarily_represent_the_most_likely_outcome__see_also,Impacts .,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse climate-related outcomes, including via increas",risk,"  Risk The potential for adverse consequences for human or ecological systems, recognising the diver"
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse climate-related outcomes, including via increas",climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
malnutrition,"Deficiencies, excesses or imbalances in a person’s intake of energy and/or nutrients. The term  maln",malnutrition,"  Malnutrition Deficiencies, excesses or imbalances in a person’s intake of energy and/or nutrients."
malnutrition,"Deficiencies, excesses or imbalances in a person’s intake of energy and/or nutrients. The term  maln",diet,"  Diet The kinds of food that follow a particular pattern that a person or community eats (FAO, 2014"
malnutrition,"Deficiencies, excesses or imbalances in a person’s intake of energy and/or nutrients. The term  maln",non-communicable_diseases,"  Non-communicable diseases Non-communicable diseases  (NCDs), also known as chronic diseases, tend "
marine_heatwave,A period during which water temperature is abnormally warm for the time of the year relative to hist,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
marine_heatwave,A period during which water temperature is abnormally warm for the time of the year relative to hist,heatwave,"  Heatwave A period of abnormally hot weather, often defined with reference to a relative temperatur"
mean_sea_level,The surface level of the  ocean  at a particular point averaged over an extended period of time such,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
mean_sea_level,The surface level of the  ocean  at a particular point averaged over an extended period of time such,mean_sea_level,  Mean sea level The surface level of the  ocean  at a particular point averaged over an extended pe
megacity,"An  urban  agglomeration with 10 million inhabitants or more (United Nations, Department of Economic",urban,  Urban The categorisation of areas as “ urban ” by government statistical departments is generally 
megadrought,See  Drought .,drought,  Drought An exceptional period of water shortage for existing  ecosystems  and the human population
meteorological_drought,See  Drought .,drought,  Drought An exceptional period of water shortage for existing  ecosystems  and the human population
methane__ch,4 ) One of the six  greenhouse gases (GHGs)  to be mitigated under the Kyoto Protocol.  Methane  is ,anthropogenic_emissions,  Anthropogenic emissions See  Emissions .
methane__ch,4 ) One of the six  greenhouse gases (GHGs)  to be mitigated under the Kyoto Protocol.  Methane  is ,anthropogenic_emissions,"  Anthropogenic emissions Emissions  of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosol"
methane__ch,4 ) One of the six  greenhouse gases (GHGs)  to be mitigated under the Kyoto Protocol.  Methane  is ,global_warming,  Global warming Global warming  refers to the increase in global surface temperature relative to a 
methane__ch,4 ) One of the six  greenhouse gases (GHGs)  to be mitigated under the Kyoto Protocol.  Methane  is ,risk,"  Risk The potential for adverse consequences for human or ecological systems, recognising the diver"
methane__ch,4 ) One of the six  greenhouse gases (GHGs)  to be mitigated under the Kyoto Protocol.  Methane  is ,permafrost,"  Permafrost Ground (soil or rock, and included ice and organic material) that remains at or below 0"
metric,A consistent  measurement  of a characteristic of an object or activity that is otherwise difficult ,measurement,"  Measurement Processes of data collection over time, providing basic data sets, including associate"
metric,A consistent  measurement  of a characteristic of an object or activity that is otherwise difficult ,models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
metropolitan_region,See  City region .,city_region,  City region The areal extent of an individual  city ’s material associations and economic or polit
microclimate,Local  climate  at or near the Earth’s surface.,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
mitigation_measures,"In  climate policy ,  mitigation measures  are technologies, processes or practices that contribute ",mitigation_measures,"  Mitigation measures In  climate policy ,  mitigation measures  are technologies, processes or prac"
model_ensemble,See  Climate simulation ensemble .,climate_simulation_ensemble,  Climate simulation ensemble A group of parallel model simulations characterising historical  clima
models,Structured imitations of a system’s attributes and mechanisms to mimic the appearance or functioning,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
models,Structured imitations of a system’s attributes and mechanisms to mimic the appearance or functioning,models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
monitoring_and_evaluation__m_e_,Mechanisms put in place to respectively monitor and evaluate efforts to reduce  greenhouse gas emiss,impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
monitoring_and_evaluation__m_e_,Mechanisms put in place to respectively monitor and evaluate efforts to reduce  greenhouse gas emiss,climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
monsoon,See  Global monsoon .,global_monsoon,  Global monsoon The  global monsoon  (GM) is a global-scale solstitial mode that domi-nates the ann
multi-level_governance,See  Governance .,governance,"  Governance The structures, processes and actions through which private and public actors interact "
narrative,See  Storyline . See also  Pathways .,storyline,  Storyline A way of making sense of a situation or a series of events through the construction of a
native_species,Indigenous species of animals or plants that naturally occur in a given region or  ecosystem . Under,ecosystem,"  Ecosystem A functional unit consisting of living organisms, their non-living environment and the i"
native_species,Indigenous species of animals or plants that naturally occur in a given region or  ecosystem . Under,climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
native_species,Indigenous species of animals or plants that naturally occur in a given region or  ecosystem . Under,invasive_species,"  Invasive species A species that is not native to a specific location or nearby, lacking natural co"
net_primary_production__npp_,See  Primary production .,primary_production,"  Primary production The synthesis of organic compounds by plants and microbes, on  land  or in the "
net_zero_co,2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are balanced by  ant,anthropogenic,  Anthropogenic Resulting from or produced by human activities.
net_zero_co,2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are balanced by  ant,land_use,"  Land use The total of arrangements, activities and inputs applied to a parcel of  land . The term "
net_zero_co,2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are balanced by  ant,net_zero_co,  Net zero CO 2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are ba
net_zero_co,2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are balanced by  ant,net_zero_co,  Net zero CO 2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are ba
net_zero_co,2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are balanced by  ant,net_zero_co,  Net zero CO 2 emissions Condition in which  anthropogenic carbon dioxide (CO 2 )  emissions are ba
non-climatic_driver__non-climate_driver_,An agent or process outside the  climate system  that influences a  human  or  natural system .,climate_system,"  Climate system The global system consisting of five major components: the  atmosphere , the hydros"
non-communicable_diseases,"Non-communicable diseases  (NCDs), also known as chronic diseases, tend to be of long duration and a",non-communicable_diseases,"  Non-communicable diseases Non-communicable diseases  (NCDs), also known as chronic diseases, tend "
ocean_acidification__oa_,"A reduction in the  pH  of the  ocean , accompanied by other chemical changes (primarily in the leve",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
ocean_acidification__oa_,"A reduction in the  pH  of the  ocean , accompanied by other chemical changes (primarily in the leve",uptake,"  Uptake The transfer of substances (such as carbon) or energy (e.g., heat) from one compartment of "
ocean_acidification__oa_,"A reduction in the  pH  of the  ocean , accompanied by other chemical changes (primarily in the leve",carbon_dioxide__co,"  Carbon dioxide (CO 2 ) A naturally occurring gas, CO 2 is also a by-product of burning  fossil fue"
ocean_acidification__oa_,"A reduction in the  pH  of the  ocean , accompanied by other chemical changes (primarily in the leve",carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilisation The increase of plant  photosynthesis  and  water-use efficie
ocean_acidification__oa_,"A reduction in the  pH  of the  ocean , accompanied by other chemical changes (primarily in the leve",atmosphere,"  Atmosphere The gaseous envelope surrounding the Earth, divided into five layers: the troposphere, "
ocean_deoxygenation,"The loss of oxygen in the  ocean . It results from  ocean  warming, which reduces oxygen solubility ",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
ocean_deoxygenation,"The loss of oxygen in the  ocean . It results from  ocean  warming, which reduces oxygen solubility ",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
ocean_deoxygenation,"The loss of oxygen in the  ocean . It results from  ocean  warming, which reduces oxygen solubility ",stratification,  Stratification Process of forming of layers of ( ocean ) water with different properties such as s
ocean_deoxygenation,"The loss of oxygen in the  ocean . It results from  ocean  warming, which reduces oxygen solubility ",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
ocean_stratification,See  Stratification .,stratification,  Stratification Process of forming of layers of ( ocean ) water with different properties such as s
oxygen_minimum_zone__omz_,The midwater layer (200–1000 m) in the open  ocean  in which oxygen saturation is the lowest in the ,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
oxygen_minimum_zone__omz_,The midwater layer (200–1000 m) in the open  ocean  in which oxygen saturation is the lowest in the ,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
oxygen_minimum_zone__omz_,The midwater layer (200–1000 m) in the open  ocean  in which oxygen saturation is the lowest in the ,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
climate_resilient_development_pathways__crdps_,Trajectories that strengthen sustainable development and efforts to eradicate  poverty  and reduce i,poverty,  Poverty A complex concept with several definitions stemming from different schools of thought. It 
climate_resilient_development_pathways__crdps_,Trajectories that strengthen sustainable development and efforts to eradicate  poverty  and reduce i,resilience,"  Resilience The capacity of interconnected social, economic and ecological systems to cope with a h"
climate_resilient_development_pathways__crdps_,Trajectories that strengthen sustainable development and efforts to eradicate  poverty  and reduce i,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
